uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
18.0	2.0	20.122996	65.617212	46.877961	31.434152	0.969656	0.11726800000000001	0.11532200000000001	0.980197	20.85108	6.0	17.056010999999998	8.961694	3.0	0.011672	5.458324	6.0	15.69595	17.228015	2.0	88.18913	70.29007299999999	4.0	0.094403	3.969882	4.0	88.509328
38.0	2.0	43.465723	60.339325	79.34129300000001	36.236717	0.134484	0.173832	0.61705	0.14671199999999998	20.100738	5.0	26.669748	35.200423	5.0	0.021404	5.850964	1.0	98.48194699999999	53.789533	2.0	80.015636	53.876276000000004	1.0	0.059791	18.083672	4.0	96.730736
52.0	2.0	37.612241999999995	53.516856000000004	97.206006	14.104459	0.6712520000000001	0.5542229999999999	0.372212	0.311367	50.061231	1.0	89.209407	38.735307	3.0	0.016909999999999998	1.7747119999999998	6.0	74.731307	21.915639000000002	5.0	55.232417000000005	55.488729000000006	4.0	0.122958	16.594484	5.0	51.634019
83.0	2.0	61.501437	34.163774	83.847659	96.33521800000001	0.7387630000000001	0.251693	0.9861610000000001	0.837399	2.844125	2.0	85.521466	22.159415	6.0	0.014821	2.8714	2.0	28.190883000000003	11.514428	4.0	63.50781800000001	22.588706	4.0	0.016013999999999997	5.051336	6.0	30.088451
86.0	2.0	40.931893	80.49095	23.987049	57.345087	0.999799	0.65777	0.5071060000000001	0.714407	63.030335	1.0	89.517822	40.4111	3.0	0.013936000000000002	1.128684	5.0	4.674508	13.352908	2.0	26.967708000000002	74.559668	1.0	0.014443000000000001	17.412252	4.0	62.2539
99.0	2.0	11.893824	83.155063	51.326584999999994	93.398501	0.24393600000000001	0.310546	0.698187	0.615582	3.5779339999999995	6.0	20.84732	55.679559999999995	3.0	0.017659	2.530275	3.0	33.174903	20.449868	4.0	15.034981	28.143384	3.0	0.374184	13.167267	3.0	99.49146800000001
104.0	2.0	61.71028100000001	57.987426	85.535804	61.851693000000004	0.308823	0.24276799999999998	0.14521099999999998	0.9229229999999999	15.578145999999998	5.0	61.478446	70.075673	4.0	0.07855	2.5882330000000002	5.0	56.893406000000006	45.376915000000004	6.0	25.187324	8.570001	5.0	0.020337	2.606332	2.0	90.371186
117.0	2.0	66.022246	56.781133	22.584176	78.920399	0.18245699999999998	0.27960999999999997	0.562443	0.7685270000000001	8.321015	6.0	24.161025	69.627346	6.0	0.011113	11.467134	4.0	35.780105	45.133896	6.0	92.675246	75.526836	3.0	0.195352	2.02062	6.0	81.122694
164.0	2.0	67.314832	88.598091	65.44548499999999	69.849648	0.527072	0.649457	0.212831	0.999022	66.028145	5.0	41.603066999999996	67.310323	5.0	0.012129000000000001	14.058593	2.0	1.792328	46.491662	5.0	97.97976	70.082561	6.0	0.06488200000000001	9.422925	4.0	77.916794
170.0	2.0	39.151598	74.483902	60.815111	93.209737	0.46067600000000003	0.132732	0.471735	0.391902	26.265696999999996	5.0	31.118137	57.123324	3.0	0.014502000000000001	7.551176	4.0	20.080367000000003	66.844363	4.0	71.295569	6.91372	2.0	0.12481800000000001	5.243482	5.0	59.224658999999996
