2	2	-4.064646	1.036997	-11.156356	-10.112183	3.474012	2.329997	-8.875208	-10.095153
4	2	-4.252329	4.128401	4.485006	9.206818	3.817262	4.714516	-6.191121	-0.967787
6	2	-7.919600	-4.077348	-4.357911	3.608201	-3.704531	-4.077346	-7.604671	-2.346772
10	2	7.284544	3.405829	-8.041373	-4.162229	4.316905	3.398663	4.029586	4.456936
11	2	-7.325044	3.525121	7.693561	7.904760	-4.069437	3.525121	7.551397	1.805253
12	2	6.234511	4.268786	-7.225128	-6.443494	2.333013	4.157604	4.306855	6.001428
13	2	9.168902	3.793269	-2.956360	-7.314833	8.486031	3.793269	3.571580	3.457853
16	2	-2.457768	-4.551327	-10.108155	-9.835654	3.095396	1.386792	-4.498258	-9.835654
18	2	6.221575	4.943263	-3.126645	1.762491	6.253148	4.943264	-3.149192	-3.603796
19	2	6.630565	3.991788	-5.058939	-4.211769	3.642972	3.964277	4.341207	6.480218
20	2	-4.968561	1.358458	-12.985371	-2.354062	5.054742	2.668022	-12.231901	-2.354062
21	2	-2.839489	-2.275755	-9.945644	-5.333684	6.188500	2.779538	-4.175750	-4.081915
26	2	3.997781	4.100983	6.196182	5.715674	6.011258	4.101001	-6.155109	-6.061633
28	2	5.514778	3.138414	-4.053122	-1.283128	-6.869155	0.621247	3.591309	5.814235
30	2	4.040503	4.131023	7.698667	7.861609	5.432577	4.131197	-4.529063	-3.694012
33	2	-14.240073	0.033742	2.616016	6.403230	-7.825865	0.033742	-5.361697	-4.000442
35	2	-11.314891	1.485303	6.277980	8.064519	-8.860066	1.485303	-1.588389	3.287532
36	2	6.307112	3.457522	-6.715656	-6.591211	3.794739	3.433512	3.831485	6.214843
37	2	-7.691396	1.581145	7.786692	6.517552	4.889606	4.274827	-3.290571	-2.209828
41	2	-7.503243	0.953963	5.103585	5.636201	6.524418	4.381030	5.223355	-0.672958
42	2	7.315256	5.009100	-4.009473	-5.605724	-7.100443	3.764766	5.809916	6.236779
44	2	-2.421622	-0.941625	-8.194054	-3.534057	4.644071	2.199545	-3.953414	-3.534056
47	2	-1.370286	2.132425	-8.040317	-2.106035	6.080266	4.339824	-4.501282	-2.106017
50	2	5.306821	5.576535	-4.850004	-6.123932	5.012266	5.576353	6.697836	6.317231
54	2	5.720028	6.615584	-5.372296	-4.150710	4.829652	6.615583	6.489199	4.500248
55	2	-7.185016	1.293691	8.185448	6.948175	5.951939	3.284105	-1.082428	0.297875
56	2	-2.242942	0.941090	-10.168914	0.046337	3.581428	2.871474	-5.974380	0.046337
57	2	4.514840	3.336251	-5.968191	-4.346972	-5.617230	0.453813	-7.849029	-4.347163
60	2	-5.682562	-3.138117	-9.339931	-3.691460	-10.084371	-3.138117	2.915929	5.471691
62	2	-10.077140	2.324238	2.085648	7.268425	-4.679206	2.324238	-8.482146	-0.603344
64	2	5.141655	3.756669	6.320179	6.501020	7.701472	3.756669	-1.295009	-4.763611
66	2	8.186883	3.723579	-5.766175	-5.841053	6.231349	3.723579	6.783157	5.699543
70	2	4.438306	1.454725	-6.487760	-5.471564	-5.810755	-2.883308	4.137765	7.114292
71	2	7.859134	4.162533	-3.860100	-3.784717	-7.802326	1.703747	6.494454	7.547789
72	2	-4.444335	-1.269197	-6.597088	-3.345772	5.226093	3.683597	-1.126477	-3.345670
75	2	-1.491494	-0.484256	-14.945999	-2.816623	6.904925	4.100726	-10.523304	-2.816623
76	2	7.090885	4.650512	-4.896932	-5.592765	-0.952638	3.164573	3.249846	6.838368
77	2	6.897621	3.248443	-7.857977	-6.491578	4.011909	3.210425	4.096974	6.251929
78	2	-3.254521	1.587585	-9.187134	-3.351883	5.314260	4.707075	-7.248250	-3.351883
79	2	-7.874996	3.618240	7.712355	6.381138	-4.416001	3.618240	-4.563611	-2.495214
82	2	-3.592421	2.679446	-10.007255	-5.477736	6.585086	4.070997	-9.441251	-5.477736
83	2	6.204843	4.406802	-3.741476	-3.634051	6.204691	4.406802	0.121494	-2.066693
84	2	-5.843460	-0.568101	-13.054364	-2.908818	5.295004	4.483364	-6.926898	-2.908818
85	2	-2.619725	-0.349643	-8.850032	-2.989531	7.201337	2.894629	-8.449101	-2.989531
87	2	-5.224678	0.689008	-5.801914	-8.016179	3.524757	2.601710	-4.953693	-8.016179
88	2	6.447920	3.851054	-7.595453	-6.115993	0.490386	3.850196	-7.595692	-6.115994
91	2	-3.970828	1.195204	-12.949002	-3.531228	4.585820	2.227670	-11.129397	-3.531228
92	2	-0.069647	3.085160	-9.805668	-5.478850	6.261116	5.026451	-5.627983	-5.478837
93	2	2.914157	2.479351	-7.005998	-1.710012	-5.230030	-0.899841	-8.863686	-1.710012
94	2	-5.602122	-0.577738	-10.829504	-4.036079	5.964357	3.646458	-6.221045	-4.036079
97	2	-5.150895	1.015353	-7.385846	-5.946767	4.581365	4.318081	-2.803790	-5.946765
100	2	-1.540796	3.857085	-0.462623	-2.448769	4.954867	4.579026	0.727848	-1.590264
103	2	3.439558	3.196313	-6.003429	-5.978618	-6.278625	0.619810	-9.735923	-5.980190
106	2	-7.288235	2.048865	7.675105	6.698154	5.976756	4.319165	6.314476	0.104040
111	2	-3.965765	3.000160	-4.649978	3.367198	2.608231	6.214578	-2.692827	3.367202
112	2	-2.213947	1.236140	-11.428777	-0.307827	4.397829	4.149429	-5.274418	0.669318
114	2	8.893027	5.083709	0.097293	-1.923439	2.248239	5.052038	6.026481	5.868542
115	2	6.614205	4.542464	-0.282667	0.426133	-3.492206	2.876650	2.381583	7.448671
117	2	3.877763	3.917919	-3.497172	-5.313264	-4.750437	2.455049	-4.268563	-5.313266
118	2	9.451407	3.312315	-6.372871	-2.984606	3.668422	3.195700	3.599620	7.766123
119	2	-2.083643	-1.706958	-6.265689	-6.485650	5.416394	1.965469	-3.335340	-5.661138
122	2	5.213539	3.603509	-10.169927	-4.996214	-4.399664	0.482684	-13.890180	-4.996214
128	2	-5.537359	0.236103	-3.849819	6.385205	-3.372284	0.691012	-9.014102	-3.567828
130	2	6.969143	5.080515	-1.815248	-2.323780	6.968736	5.080515	4.681687	1.921714
131	2	5.852553	4.792339	-6.466539	-5.744488	5.792440	4.788852	5.185421	3.633599
132	2	-6.977046	-3.381680	4.059806	6.130715	-2.261842	-3.348591	-7.470362	-1.930189
133	2	-4.257944	-1.823152	-9.448820	-7.947219	0.869332	0.183700	-9.440771	-7.947219
134	2	-9.037051	-1.764436	-6.887900	-5.403384	3.837941	3.434906	3.297621	0.110539
135	2	4.885827	2.923251	-6.212882	-3.283027	-2.807474	0.649720	-9.430351	-3.283027
142	2	-3.114988	-0.897108	-7.786151	-3.045000	5.552482	4.097867	5.477565	6.046208
144	2	-5.079056	-2.483292	-15.551480	-4.023364	5.580565	3.177572	-9.458857	-4.023364
145	2	0.301254	1.493028	-0.975595	5.386390	-4.509322	1.151797	-1.112878	5.385166
146	2	-3.885631	3.313024	6.480493	7.230484	3.841696	3.820017	7.921014	7.230484
148	2	-6.718983	0.745209	-5.867611	-7.420354	6.327354	4.178325	-4.958963	-7.420339
149	2	-6.640825	-0.822280	-11.994358	-5.510264	3.000689	4.322212	-8.424639	-5.510136
153	2	-0.279765	0.999439	3.300653	7.314126	7.606876	4.016427	-8.285714	-5.421668
155	2	-3.353115	-0.207798	-5.915877	2.371447	3.819515	3.846641	5.713726	9.372089
161	2	-3.802582	0.675627	-11.995431	2.045774	4.997171	4.206512	-6.838768	2.045774
165	2	-7.836170	0.466769	-3.931212	-6.297447	-13.331565	0.466769	3.316979	4.482095
168	2	-10.330877	0.840003	2.944808	8.323799	-8.714729	0.840102	-3.761978	4.620379
171	2	-5.195657	0.008855	-11.394381	-3.274088	3.917590	3.271394	-7.124164	-3.274088
173	2	-5.305184	0.409748	-8.402503	-6.372415	5.881025	4.340455	2.374593	-0.437897
175	2	-10.107369	0.891750	-6.369491	-4.929863	-13.399318	0.891573	2.897888	4.922018
176	2	3.818966	3.033997	-12.036858	-2.205003	-4.000431	1.956166	-13.900718	-2.205632
178	2	-7.877274	2.054211	3.900233	8.702038	7.961352	4.065251	-4.474652	-0.755835
