uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
7.0	2.0	90.94859699999999	29.973569	50.162888	77.958438	0.374029	0.263455	0.912625	0.303636	59.820429000000004	5.0	3.560293	5.619483	6.0	0.015256	1.2091459999999998	6.0	69.327074	4.898417	3.0	27.656494	14.123311	6.0	59.521547	46.336481	3.0	0.043004	3.264247	5.0	70.154268	4.924763	4.0	45.095440999999994	20.028685	1.0	9.848175999999999
16.0	2.0	56.223165	68.75178199999999	79.248455	81.500796	0.272894	0.11346600000000001	0.9799389999999999	0.904811	48.796614	1.0	22.888475	3.635188	1.0	0.011771	4.984635	2.0	35.337278999999995	3.070544	5.0	65.978662	20.615478	5.0	85.070678	13.960417000000001	1.0	0.030635000000000003	3.196369	5.0	93.181388	1.6916259999999999	6.0	98.067685	19.956225	3.0	14.679897
26.0	2.0	71.599127	71.465692	40.508287	95.937901	0.932401	0.177262	0.535352	0.47514799999999996	21.601525	4.0	40.782855	15.611869	4.0	0.012916	2.47247	2.0	94.125517	5.898947	1.0	28.49356	4.8992379999999995	3.0	60.177951	26.028392999999998	3.0	0.011977	5.764125	3.0	5.2164150000000005	4.480236	4.0	30.639542	23.643089	4.0	85.49940600000001
27.0	2.0	41.535249	38.80019	31.056912	99.721109	0.14219500000000002	0.167002	0.961397	0.884884	12.846688	5.0	80.51802099999999	10.275863000000001	2.0	0.251203	3.8670809999999998	4.0	28.165774	0.6609079999999999	3.0	64.762411	18.531051	6.0	59.735822	32.21011	5.0	0.025205	3.8911919999999998	2.0	58.576862	0.331054	1.0	54.2882	23.294715	1.0	10.4666
39.0	2.0	41.673485	27.239086999999998	47.727297	99.098615	0.618938	0.680134	0.323129	0.842499	26.195012	3.0	57.38254499999999	8.869093	1.0	0.024798	1.121725	1.0	11.475008	3.3792379999999995	1.0	41.223618	19.501253	6.0	55.126988	12.560633000000001	2.0	0.014975	4.4149	1.0	67.28582	0.20604499999999998	4.0	37.775687	21.406593	1.0	30.503049
40.0	2.0	46.246281	44.680074	91.12740600000001	66.26386	0.527311	0.6666	0.291079	0.9623879999999999	6.255135	1.0	53.599081999999996	4.968787	5.0	0.017196	0.656933	3.0	35.299303	1.7014619999999998	4.0	38.290319000000004	13.374082999999999	3.0	63.198366	57.81039200000001	5.0	0.020158000000000002	3.058386	2.0	94.756652	4.989901000000001	6.0	89.687634	10.945165	1.0	5.3133550000000005
52.0	2.0	43.018807	94.043196	1.9012220000000002	13.209529999999999	0.28070300000000004	0.927538	0.342561	0.234945	9.963764999999999	3.0	2.406835	17.722494	3.0	0.145679	4.909834	3.0	33.407906	4.477888	4.0	69.134693	6.692532000000001	1.0	6.33552	10.559593	6.0	0.010875	1.087876	1.0	16.974467999999998	0.788926	6.0	78.70802900000001	3.4842440000000003	6.0	51.255829999999996
54.0	2.0	20.721352	70.138277	27.527778	40.165408	0.998151	0.162172	0.69547	0.171157	22.924056	1.0	15.880598	17.655513	5.0	0.027575	3.863546	1.0	34.698407	3.175863	1.0	36.123605	6.167331	1.0	62.322056	61.800841000000005	3.0	0.018272	2.470897	3.0	61.953906999999994	5.058994	6.0	89.457952	6.035767	1.0	77.869179
59.0	2.0	68.970624	76.226543	11.210077	13.281982000000001	0.10632899999999999	0.9714450000000001	0.836091	0.463524	32.381496999999996	6.0	10.729348	21.476273000000003	6.0	0.011473	2.938043	4.0	51.989057	3.029516	6.0	79.284246	9.10466	3.0	87.632264	9.375003	4.0	0.026318	3.367672	3.0	44.950573999999996	2.1002240000000003	2.0	93.45926999999999	6.916889	2.0	44.416893
62.0	2.0	51.024257	27.018714000000003	74.328177	50.683924	0.22294899999999998	0.634154	0.47555	0.274984	53.190735	5.0	34.092511	9.476272	1.0	0.018197	0.872605	6.0	60.813247	2.4689669999999997	3.0	72.773597	12.304734	5.0	65.375838	3.3530629999999997	6.0	0.017044	0.8681190000000001	4.0	50.542281	0.851892	1.0	9.078166	11.588954	1.0	53.211702
