uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
6.0	2.0	62.387834	99.008385	1.787857	16.690414	0.284244	0.9505709999999999	0.87641	0.742684	6.625992	3.0	75.778201	5.939062	6.0	0.020875	6.138541	1.0	69.920746	2.745435	4.0	27.081209	12.209113	5.0	59.630122	38.850213000000004	2.0	33.360461	9.378082000000001	6.0	0.014016999999999998	9.759905	4.0	72.316063
10.0	2.0	99.33575400000001	17.060023	17.715701	5.361774	0.828041	0.158913	0.20684899999999998	0.336597	17.166814000000002	5.0	81.995848	51.645386	1.0	0.041058	4.213856	6.0	25.957658	5.2090559999999995	6.0	42.332119	10.365371000000001	1.0	35.026596000000005	63.609632	5.0	77.812661	9.151938000000001	4.0	0.013669999999999998	3.10221	2.0	58.8911
14.0	2.0	82.83466999999999	59.804615000000005	8.41995	38.25155	0.846151	0.5752229999999999	0.919216	0.860458	12.252804	1.0	12.541584	30.654154	2.0	0.047796	1.48482	4.0	44.903902	0.566238	3.0	71.818042	12.974126	2.0	27.477439	35.133145	5.0	62.584061	17.630699	1.0	0.044211	10.892982	3.0	72.520381
16.0	2.0	60.120673	31.252879999999998	68.231249	9.026061	0.781188	0.26001599999999997	0.8557879999999999	0.7537189999999999	21.672496	2.0	68.798573	60.313949	3.0	0.011211	3.5958410000000005	5.0	34.487409	3.724265	1.0	93.999492	15.669728	4.0	57.571466	43.255231	2.0	32.394084	13.077112	2.0	0.011379	8.667548	3.0	6.28418
34.0	2.0	22.414085999999998	78.12728299999999	97.513041	2.4798709999999997	0.8374959999999999	0.186926	0.265845	0.246901	6.084243	2.0	28.015187	67.762989	4.0	0.012875	1.300568	4.0	36.893352	1.185123	4.0	14.822117	10.022639999999999	4.0	22.586091	63.94554	4.0	51.810241999999995	20.596186	5.0	0.023694	12.989594	4.0	15.807854999999998
49.0	2.0	22.155576	81.147509	15.39301	6.301107	0.45583999999999997	0.828156	0.347704	0.46782399999999996	15.348935999999998	2.0	56.397943999999995	60.434143999999996	6.0	0.013137000000000001	2.135656	6.0	29.628346999999998	1.311691	2.0	5.475981	13.263978	4.0	5.7822309999999995	18.21256	4.0	81.389844	20.579945000000002	3.0	0.307602	16.404660999999997	6.0	21.37381
50.0	2.0	57.449884	99.756168	1.229399	19.391135000000002	0.920797	0.23286500000000002	0.929472	0.817704	1.865291	6.0	64.04934	20.020823	1.0	0.024118	1.156493	5.0	44.460543	3.0081990000000003	6.0	40.643951	10.649693	2.0	13.959035	71.076948	4.0	90.587929	5.615709	1.0	0.079928	2.288521	5.0	23.45929
69.0	2.0	60.216457999999996	55.474211	8.937051	23.5429	0.495183	0.9164329999999999	0.808195	0.54972	17.793806	2.0	68.198167	7.525327000000001	2.0	0.022543	5.404893	4.0	21.543335	1.9585689999999998	2.0	36.581469	15.329032999999999	3.0	16.002029999999998	66.734831	2.0	36.675158	4.680096	6.0	0.010365000000000001	3.541361	4.0	30.706914
111.0	2.0	73.993937	37.404934000000004	7.203278999999999	10.128125	0.563159	0.802852	0.41032299999999994	0.5582779999999999	21.86276	5.0	26.748535999999998	33.321542	4.0	0.218171	3.3393940000000004	2.0	52.485389	0.897919	6.0	44.552153000000004	9.992973	2.0	88.710261	74.482291	6.0	32.720615	18.308495	2.0	0.029258999999999997	6.744341	4.0	71.955309
120.0	2.0	30.652161	35.045832	9.732942999999999	8.726469999999999	0.187564	0.6454810000000001	0.98021	0.59983	14.167512	3.0	79.647879	18.7181	2.0	0.010086	3.6865910000000004	5.0	77.997178	4.9952440000000005	3.0	93.230559	22.281007000000002	1.0	54.174133999999995	71.928381	3.0	7.088214	18.458277	4.0	0.015309	1.6745970000000001	3.0	26.93243
121.0	2.0	44.893685999999995	92.86829300000001	37.909645000000005	57.987991	0.42744899999999997	0.756518	0.809026	0.993215	1.683389	1.0	53.656231000000005	37.770872999999995	5.0	0.013375	0.301051	4.0	57.53943	5.185605000000001	1.0	12.334479	13.942829999999999	3.0	75.791783	63.977214000000004	3.0	74.200701	14.283732999999998	6.0	0.015614	11.69125	1.0	88.922993
129.0	2.0	42.538825	18.257066000000002	2.378541	95.98017800000001	0.987273	0.5160359999999999	0.941185	0.5018729999999999	5.850474	1.0	55.137781000000004	67.76385	2.0	0.031389	0.319971	3.0	55.101765	1.553736	6.0	17.374943	6.864277	2.0	81.79090699999999	49.910272	5.0	87.48105600000001	2.416067	2.0	0.010003	16.214078	5.0	85.678304
131.0	2.0	95.609311	56.242879	5.188366	12.731114	0.318683	0.9369700000000001	0.214506	0.630497	1.62004	3.0	74.58148100000001	9.575059	2.0	0.011538	1.684264	1.0	79.419338	1.386847	3.0	8.383811	20.945929	2.0	86.165075	43.363826	3.0	25.474086	15.676272	4.0	0.010492	14.067155999999999	3.0	43.102105
136.0	2.0	9.411344999999999	58.089695999999996	63.8083	12.491760000000001	0.404781	0.931108	0.620528	0.986658	7.485632000000001	5.0	65.17483100000001	60.013866	4.0	0.013779	4.862067	2.0	72.631361	4.98073	4.0	86.696803	12.281314	2.0	33.8615	72.70230600000001	4.0	29.297696000000002	7.751142	5.0	0.021439	10.573794	2.0	75.490116
158.0	2.0	57.265685	44.295087	31.284442	7.476141	0.943574	0.166239	0.891159	0.474274	20.748817000000003	6.0	56.565819	48.759273	6.0	0.013744999999999999	2.741184	3.0	39.300214000000004	0.080491	2.0	43.698677	14.150663	6.0	71.434315	38.270002000000005	1.0	64.413616	2.0548669999999998	5.0	0.041292	16.600737	1.0	36.460738
169.0	2.0	53.375446	7.405132000000001	29.173803999999997	1.941114	0.60464	0.515392	0.273067	0.964562	16.205247	3.0	41.129571999999996	15.043420999999999	2.0	0.025309	3.3655470000000003	4.0	99.635852	2.604458	2.0	91.16462	1.376379	3.0	75.363762	34.417383	6.0	89.000633	21.373941000000002	3.0	0.013035	6.434819	2.0	6.725647
196.0	2.0	22.17331	85.935365	19.405699	7.444501	0.365749	0.59509	0.775151	0.69253	20.567039	1.0	91.76503100000001	61.532722	1.0	0.010874	3.3976089999999997	5.0	50.871842	2.6042799999999997	2.0	36.562086	23.421530999999998	1.0	8.420729	72.75783100000001	3.0	66.285648	10.107376	1.0	0.010969	8.627516	3.0	66.265035
207.0	2.0	33.380145	25.140751	16.647486999999998	36.666359	0.944708	0.776169	0.801666	0.599525	16.335491	3.0	45.466609000000005	62.772921999999994	1.0	0.011252	5.111967	3.0	59.845468000000004	3.7459550000000004	5.0	25.538639	17.599963	6.0	43.201896999999995	59.268603000000006	5.0	35.932748	5.934457	1.0	0.025336	11.84569	4.0	26.699721999999998
