uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
8.0	3.0	74.955354	57.959959	17.397391	32.053629	0.856875	0.597582	0.462029	0.340014	34.599194	3.0	40.624127	17.607646	5.0	0.019957	10.55526	3.0	57.148861	21.15188	2.0	74.192684	18.891634	6.0	0.021769	4.62571	5.0	54.226169999999996	5.104847	4.0	92.137913
14.0	3.0	50.5205	36.880095000000004	51.327825	90.838756	0.292456	0.657732	0.860873	0.837255	38.412803000000004	2.0	26.009524	4.972803	1.0	0.11953299999999999	16.423134	5.0	47.262703	2.342167	3.0	8.174331	1.769437	2.0	0.043283999999999996	6.984439999999999	2.0	29.978924	18.396542999999998	6.0	55.683268000000005
16.0	3.0	21.164742999999998	77.62659599999999	90.832565	66.255583	0.761371	0.46570100000000003	0.524454	0.895438	30.938834000000003	6.0	91.921544	13.971988	2.0	0.012	14.296948	2.0	79.997804	13.219889000000002	3.0	54.395826	55.808271	3.0	0.020421	15.170901999999998	4.0	62.338065	10.239675	6.0	54.73508399999999
19.0	3.0	90.37647700000001	76.40042700000001	45.461265000000004	94.15589399999999	0.696766	0.56311	0.465571	0.648396	26.163301	6.0	94.413578	0.945282	1.0	0.03433	11.331882	5.0	58.618013	7.358449	5.0	92.532263	27.545176	2.0	0.015971	7.158782	4.0	44.374857	5.998493	4.0	65.331682
34.0	3.0	4.747195	43.121851	63.284392000000004	96.41871400000001	0.21579600000000002	0.383971	0.162868	0.261842	9.577895	2.0	69.586171	18.85376	2.0	0.032566000000000005	10.505833	4.0	94.867471	7.9337100000000005	3.0	71.152775	21.240292	3.0	0.5237890000000001	13.483006	6.0	75.45554399999999	21.335314	5.0	15.487826
49.0	3.0	26.127581	36.059235	67.445042	27.720572999999998	0.651518	0.6761050000000001	0.314256	0.38622199999999995	26.932502000000003	5.0	64.775509	9.733675999999999	3.0	0.019028	9.825239999999999	5.0	28.844184000000002	4.769846	6.0	42.710336	44.755291	1.0	0.011831	16.344521	3.0	16.099216000000002	4.034986	5.0	84.80502299999999
62.0	3.0	10.235681	32.878659000000006	99.275401	12.285105999999999	0.13583800000000001	0.40381500000000004	0.801326	0.242552	64.91563599999999	3.0	56.729048999999996	10.060273	4.0	0.012426999999999999	16.457838	4.0	15.791763000000001	12.374994000000001	1.0	80.668984	36.883986	6.0	0.011043	14.312789000000002	4.0	16.882676	17.648979	3.0	38.336465999999994
64.0	3.0	19.404730999999998	84.138564	39.708071000000004	29.407802	0.9428	0.44796899999999995	0.354016	0.890833	43.200484	3.0	88.29975	7.9794149999999995	3.0	0.017597	4.790807	2.0	44.874123	5.473838	6.0	67.02659200000001	58.372977	6.0	0.098218	14.975731	4.0	21.824347	9.505878	4.0	30.819884000000002
69.0	3.0	64.514637	82.327608	13.853813	58.461776	0.917882	0.13683199999999998	0.74366	0.268604	74.810887	6.0	54.547284	22.682615	2.0	0.146689	17.376862	3.0	97.532227	16.37217	4.0	58.718819999999994	49.567214	4.0	0.406325	15.673848000000001	2.0	83.47398100000001	19.240622000000002	1.0	81.232686
72.0	3.0	47.699209	55.869276	9.404264	58.972395999999996	0.5463859999999999	0.812833	0.35851500000000003	0.42219399999999996	48.730703000000005	3.0	16.758627	20.926206	1.0	0.20653200000000002	13.497167999999999	6.0	71.35925	20.68475	2.0	63.90681899999999	58.165612	4.0	0.011207	18.623228	6.0	56.905139	23.449698	1.0	74.30979599999999
85.0	3.0	12.045162	86.915238	74.651985	29.968278	0.75678	0.828543	0.680855	0.607049	27.255343	2.0	45.258219	7.811412	2.0	0.024593	12.955426	2.0	86.705111	20.704162	3.0	64.693487	52.884978000000004	6.0	0.399779	10.572788000000001	5.0	99.373316	20.799063	3.0	58.636648
90.0	3.0	36.113175	56.670026	6.551318	93.661447	0.38938	0.642999	0.710507	0.2686	44.728373	6.0	80.43115	20.442459	5.0	0.01039	11.983571000000001	4.0	58.154856	13.111941	2.0	59.428598	38.030294	6.0	0.014075999999999998	5.467515000000001	5.0	73.107519	6.518196	1.0	69.217551
100.0	3.0	47.546892	53.819939	39.90298	51.750484	0.9598270000000001	0.6515479999999999	0.9139200000000001	0.8747299999999999	37.974493	2.0	87.220263	2.552752	1.0	0.011698	8.190875	3.0	21.588846	5.672296	1.0	83.454817	21.983631	3.0	0.014369	10.352946000000001	4.0	25.085403	13.032110000000001	2.0	17.192806
121.0	3.0	56.656964	68.95354	90.98869300000001	84.582933	0.747765	0.854497	0.836634	0.693042	75.79933100000001	5.0	55.06841899999999	19.811605	2.0	0.010374	3.710814	6.0	24.976968	6.602178	4.0	31.054365999999998	14.349195000000002	3.0	0.054863999999999996	5.236557	4.0	78.116393	23.141102	4.0	38.660934000000005
124.0	3.0	5.662093	81.08814100000001	39.667004	21.381951	0.581126	0.343632	0.743827	0.990143	58.498619	6.0	39.738038	6.5897559999999995	5.0	0.030123	1.3775540000000002	6.0	29.997993	3.218038	6.0	59.378692	27.595521999999995	5.0	0.057882	12.251445	6.0	4.174308	9.747971000000001	3.0	44.4148
125.0	3.0	24.955861	71.75887	43.905932	97.34724200000001	0.755242	0.9469049999999999	0.8847389999999999	0.670143	28.37102	6.0	46.318638	9.035283	4.0	0.017447999999999998	11.244482000000001	4.0	52.022337	2.892113	3.0	38.48086	77.418704	4.0	0.020676	9.939237	6.0	31.393197999999998	21.664431	1.0	22.708899
150.0	3.0	46.061184999999995	31.213089	17.445597	72.747446	0.768794	0.6486109999999999	0.642308	0.59959	46.396147	2.0	6.556850999999999	8.652921000000001	4.0	0.013878999999999999	17.655562	4.0	33.106799	22.914679	2.0	62.236793999999996	34.09581	6.0	0.012851	8.623573	1.0	5.8314330000000005	15.969332000000001	2.0	15.792587
151.0	3.0	43.887166	43.076538	88.233131	96.526787	0.941357	0.289066	0.235069	0.6377510000000001	35.862224	6.0	31.461190999999996	13.4493	5.0	0.010983	16.674139	3.0	84.93728	19.03022	5.0	47.71829	8.804542	3.0	0.019087	15.478370000000002	1.0	28.495654	19.785565	2.0	53.528934
158.0	3.0	83.863394	65.366407	79.021811	69.413798	0.3183	0.21089499999999997	0.602109	0.550754	70.026758	5.0	71.784536	5.884936	5.0	0.018963	10.727126	4.0	58.32564300000001	12.346921	5.0	93.583097	29.132283	3.0	0.332198	3.4797559999999996	4.0	77.19373	5.898179	2.0	66.292989
170.0	3.0	82.43514	37.923897	26.783746	71.960094	0.53222	0.584296	0.331916	0.709663	65.03588	1.0	78.976173	8.196796	1.0	0.015449000000000001	18.488782	5.0	88.742041	5.2666580000000005	6.0	40.501661	52.695599	1.0	0.027958999999999998	16.882082999999998	1.0	98.478666	22.809466	1.0	99.90104000000001
174.0	3.0	65.584526	24.49233	21.818414	53.46705	0.8805930000000001	0.5197470000000001	0.303085	0.9366979999999999	48.360739	3.0	71.509304	3.0550189999999997	2.0	0.011470000000000001	12.526228999999999	5.0	27.007532	10.367255	2.0	19.726779	45.505547	5.0	0.012123	13.049938000000001	5.0	69.124599	10.358336	4.0	26.074079
187.0	3.0	21.56619	36.412231	50.574217	4.39016	0.32752	0.5989329999999999	0.15650799999999998	0.175814	57.81985	2.0	78.959722	2.8757479999999997	4.0	0.038668	17.604495999999997	6.0	75.856185	2.544305	2.0	97.274529	38.434092	4.0	0.013097999999999999	8.948122999999999	1.0	15.831636999999999	4.612382	6.0	95.136116
207.0	3.0	26.874315000000003	49.241118	66.403177	59.226513	0.324424	0.792817	0.153332	0.611862	65.85216	4.0	34.906758	17.620166	5.0	0.010072	6.982717999999999	2.0	61.951983	10.160666	6.0	54.995779000000006	69.672031	4.0	0.124556	13.298256	1.0	65.742289	9.871210000000001	5.0	69.97062199999999
210.0	3.0	75.46475500000001	82.165814	20.929993	48.234054	0.662794	0.46190299999999995	0.867231	0.339072	55.998751	5.0	96.380218	20.100029	4.0	0.331478	11.823426	4.0	98.88987	9.815119000000001	6.0	50.879776	12.661531	1.0	0.014486	9.935992	6.0	23.818369	16.802524	3.0	40.596896
245.0	3.0	52.557411	61.794036	14.617223000000001	22.073267	0.118217	0.266135	0.11160999999999999	0.278787	73.074985	4.0	70.696074	16.391948	5.0	0.025496	13.936485000000001	5.0	70.865241	23.523789	5.0	99.505051	71.590171	4.0	0.014087	16.455204000000002	5.0	19.128141	2.986006	3.0	29.707128000000004
253.0	3.0	20.876778	35.198716999999995	94.62090400000001	61.553227	0.673244	0.323982	0.9965209999999999	0.9418290000000001	40.559596	5.0	71.15633299999999	17.759503	1.0	0.015952	17.045888	1.0	58.83511	5.733865	2.0	21.693149	3.404263	1.0	0.026458999999999996	11.651247	4.0	72.339248	4.8793809999999995	3.0	69.324812
256.0	3.0	79.771808	97.298118	12.37929	25.119776	0.748513	0.216401	0.70727	0.388464	58.104234	4.0	78.712716	17.029718	2.0	0.014352	5.6493970000000004	6.0	87.74549	16.951854	1.0	96.284513	73.366917	3.0	0.07094099999999999	2.1525630000000002	4.0	65.488372	8.038596	3.0	41.214669
263.0	3.0	46.461027	32.191178	82.374323	99.891898	0.9331370000000001	0.948168	0.53177	0.35128400000000004	22.768035	6.0	62.746843000000005	3.9288199999999995	1.0	0.031058	9.172438	2.0	55.872929000000006	2.078205	5.0	95.713748	30.377252000000002	5.0	0.050504	11.408116999999999	4.0	50.021181	8.133888	1.0	55.838117000000004
287.0	3.0	21.863934	77.55040699999999	30.647879999999997	33.293215000000004	0.638311	0.9380290000000001	0.387173	0.21718400000000002	62.042733	4.0	64.910888	1.259902	2.0	0.013244999999999998	6.902330999999999	4.0	71.863135	9.021175999999999	5.0	17.014470000000003	25.121076000000002	4.0	0.011992000000000001	4.823365	4.0	76.54378100000001	17.317002	4.0	52.241414
292.0	3.0	15.422943	28.031396	90.664645	18.832852	0.613938	0.255822	0.9631120000000001	0.41192799999999996	33.692502000000005	5.0	82.551948	7.564166999999999	5.0	0.015737	4.104457	6.0	59.131937	9.522300999999999	6.0	49.926925	62.367716	4.0	0.025079	15.565346	5.0	5.551063	23.180338	5.0	79.094633
