uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
2.0	2.0	7.57388	84.849216	15.635191	46.223202	0.570855	0.511025	0.683435	0.5189729999999999	53.97240600000001	1.0	85.248227	16.820752	1.0	0.042673	16.902518	5.0	19.286772	14.644729000000002	6.0	28.669090999999998	21.008951999999997	2.0	0.016646	1.7621630000000001	3.0	25.853361	10.980784	1.0	58.886691000000006
6.0	2.0	1.7306860000000002	83.694345	5.617297	19.888959	0.8687940000000001	0.6669229999999999	0.27697	0.12773800000000002	37.185759000000004	1.0	8.302538	0.9408770000000001	3.0	0.011340000000000001	17.582943	3.0	45.164479	5.868188	2.0	37.172776	9.798751	2.0	0.013787	2.643599	3.0	46.725837	15.047676999999998	2.0	86.63022600000001
7.0	2.0	66.01846	11.201557000000001	27.681763	97.26273499999999	0.604033	0.791177	0.831408	0.248367	57.289448	2.0	41.825913	10.567411	4.0	0.089219	5.85867	5.0	30.479234	10.194635	5.0	79.287973	30.830534000000004	6.0	0.013858	17.421108	3.0	46.705113	5.189851	3.0	89.184476
11.0	2.0	14.867318	43.167977	70.097153	91.09780400000001	0.7904439999999999	0.373784	0.5406449999999999	0.8486049999999999	55.94895699999999	3.0	72.007375	20.595888000000002	6.0	0.013791999999999999	18.385684	6.0	87.185778	20.554071	2.0	85.690895	50.406958	6.0	0.015735	15.668393	5.0	89.494691	18.955762	1.0	47.965402000000005
25.0	2.0	17.041058	14.634925	6.132502	40.485103	0.787094	0.543999	0.113781	0.444821	77.63688	5.0	78.081636	11.082086	2.0	0.071712	13.57567	1.0	87.365325	2.023684	3.0	31.294931	75.867012	6.0	0.026010000000000002	17.747517000000002	4.0	62.785804000000006	20.482281	3.0	40.745761
44.0	2.0	22.289533	19.67983	36.052939	66.28224399999999	0.692045	0.985585	0.6347010000000001	0.34136700000000003	63.343649	4.0	68.817207	4.166309	3.0	0.023375999999999997	6.1174599999999995	5.0	38.033257	23.235226	6.0	22.695664999999998	27.619362	4.0	0.020165	14.392042000000002	1.0	7.9424220000000005	14.856570999999999	6.0	57.613690000000005
45.0	2.0	23.777078	15.063489	47.993598999999996	36.772496000000004	0.47203599999999996	0.67514	0.77204	0.614829	36.842652	2.0	51.101572999999995	12.328149	2.0	0.010185	0.21638800000000002	1.0	24.215628	5.007238	5.0	89.10887199999999	36.297758	1.0	0.034686	16.587874	6.0	59.766348	1.206267	4.0	87.410269
53.0	2.0	60.839029000000004	11.929513	44.848884999999996	15.006957	0.928753	0.693008	0.406085	0.104003	2.877829	2.0	68.23661	8.374879	6.0	0.022715	12.366191	1.0	59.648828	7.521109	5.0	48.569974	78.218869	4.0	0.119655	3.4991449999999995	1.0	44.779973999999996	7.355117	6.0	59.25201800000001
63.0	2.0	11.189916	36.476991999999996	14.057631	11.502722	0.896784	0.203593	0.20906	0.680089	69.43200999999999	2.0	64.006887	0.467059	2.0	0.223284	13.735926000000001	1.0	93.093774	18.308142	4.0	52.042753999999995	59.447316	2.0	0.018505	3.278125	2.0	93.176514	1.634112	5.0	50.742072
80.0	2.0	3.203493	68.802386	27.252239000000003	36.934385	0.377515	0.958508	0.649374	0.133614	33.021575	1.0	63.04128000000001	18.313006	6.0	0.130063	13.552941	6.0	4.196626	18.965449	2.0	75.683727	64.82941600000001	4.0	0.027497000000000004	9.008169	3.0	8.410741999999999	19.890813	6.0	60.428858999999996
81.0	2.0	23.234605	3.0251919999999997	76.70156800000001	76.576025	0.154442	0.767533	0.39435	0.132799	28.821510999999997	3.0	76.198867	19.326732	3.0	0.015225	15.175970000000001	1.0	68.874517	13.211560999999998	6.0	62.436792000000004	59.184723999999996	5.0	0.016349000000000002	17.835881	4.0	17.284281	21.416587	3.0	62.84863000000001
87.0	2.0	22.093217000000003	19.537816	96.335976	42.056855	0.19758299999999998	0.582136	0.707746	0.24246700000000002	42.305642999999996	6.0	55.934998	15.080114000000002	1.0	0.02638	17.325139	2.0	65.588445	10.309067	1.0	36.883008000000004	32.297012	5.0	0.039268	14.280397	5.0	48.859876	0.761749	4.0	58.922121
89.0	2.0	1.106406	30.377421000000002	61.135378	76.816384	0.357873	0.338049	0.431587	0.853002	67.912695	6.0	51.823937	3.5628	5.0	0.027308999999999996	14.739232000000001	4.0	53.403714	19.661022	6.0	91.89657199999999	68.280423	5.0	0.018657	1.9864130000000002	4.0	21.937918	10.215788	5.0	59.527397
96.0	2.0	86.90951899999999	20.793547	51.604287	83.83506700000001	0.23082600000000003	0.821874	0.738985	0.985342	63.35881	6.0	15.232961999999999	6.443874	2.0	0.030227999999999998	13.957165	5.0	91.471346	6.251075	4.0	74.618372	31.584902000000003	4.0	0.012795	16.491438	4.0	39.348836999999996	22.133117000000002	5.0	73.443733
119.0	2.0	81.740821	31.035227000000003	8.001555	99.348869	0.9966229999999999	0.752005	0.698835	0.658097	68.66363199999999	6.0	41.544469	11.828361	6.0	0.01139	6.67957	1.0	14.957944	23.488909	4.0	9.688194000000001	19.793808	5.0	0.071408	12.522789999999999	3.0	76.409322	11.302613000000001	6.0	2.08786
