uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	2.0	47.372075	86.494687	47.39007	90.207076	0.673663	0.159557	0.6234390000000001	0.479051	44.110932	3.0	33.764088	22.147129999999997	5.0	0.026895999999999996	18.592054	2.0	62.662679000000004	5.977253	5.0	87.37809399999999	10.076709	3.0	0.01574	17.817928	5.0	3.263127	20.380072	4.0	76.035648
17.0	2.0	20.913613	47.32762	45.012225	28.622596	0.8582049999999999	0.369142	0.137325	0.597939	40.349135	5.0	38.250448	6.303382	6.0	0.039016	0.634089	4.0	37.848279	14.644613	4.0	24.468675	10.78298	5.0	0.012067	17.833085	4.0	88.177908	4.995358	1.0	97.827166
18.0	2.0	42.346182	85.915017	29.84041	19.715914	0.749027	0.9402520000000001	0.755568	0.11643599999999998	41.985285	2.0	83.372902	7.732756	1.0	0.027397	3.9152989999999996	2.0	63.973201	22.797345	4.0	40.045008	54.667635	4.0	0.011124	16.677709	6.0	64.894607	16.326428	1.0	22.356085999999998
20.0	2.0	12.630410000000001	91.183899	24.086843	82.323514	0.522857	0.648193	0.8407120000000001	0.683127	34.249064000000004	1.0	10.863913	22.648659	3.0	0.013238999999999999	4.422858	3.0	93.66372	13.046617	2.0	92.476229	28.937039000000002	3.0	0.010364	16.23609	5.0	94.238507	14.211713	6.0	64.198123
32.0	2.0	70.421089	53.795866000000004	57.83214399999999	83.526797	0.94557	0.363938	0.966225	0.511911	73.20010400000001	1.0	60.961456999999996	10.835445	5.0	0.011229000000000001	8.417521	5.0	51.833566	8.110403999999999	3.0	73.806528	54.423116	6.0	0.059037	12.841099	5.0	64.305311	3.4694519999999995	2.0	9.454798
35.0	2.0	51.989264	51.745633000000005	77.343962	50.267011	0.522378	0.650637	0.940368	0.21632600000000002	34.077284000000006	6.0	12.990605	4.083001	6.0	0.11125399999999999	5.470343	4.0	41.170921	6.971075	3.0	22.662231	5.856745	4.0	0.012855000000000002	7.1830050000000005	1.0	17.493607	7.3996759999999995	1.0	10.241773
40.0	2.0	86.665932	57.153877	33.733523	48.121612	0.940234	0.258758	0.853353	0.168405	47.868277	5.0	42.614345	23.618331	3.0	0.011226	16.022468	5.0	44.743992999999996	6.808616000000001	4.0	7.146859	67.18462199999999	6.0	0.018518	6.266959	4.0	26.392629	10.773912	2.0	32.913932
52.0	2.0	98.633267	50.001044	43.966108	83.121172	0.541443	0.581504	0.8399629999999999	0.111903	60.571839000000004	1.0	13.993453	8.090872000000001	2.0	0.012209000000000001	8.470303	5.0	20.173823000000002	21.192213	6.0	98.097186	56.6232	2.0	0.0103	13.537754999999999	5.0	19.50235	19.64798	4.0	86.20805899999999
61.0	2.0	29.7406	40.286751	98.54001099999999	12.694125999999999	0.158057	0.23852600000000002	0.937817	0.36199499999999996	53.977835999999996	5.0	64.289076	3.027935	3.0	0.016465999999999998	6.692528	4.0	90.141632	10.345885	5.0	2.0899419999999997	25.974837	2.0	0.0114	14.58854	5.0	45.125366	1.399864	3.0	86.72921099999999
66.0	2.0	71.646086	84.654685	82.74780799999999	39.029924	0.8875870000000001	0.780075	0.37904099999999996	0.877383	33.500883	2.0	92.135826	7.835086	5.0	0.028512	11.392521	2.0	52.974458999999996	21.689526	1.0	45.095811	62.705434	6.0	0.011932	12.300106	2.0	16.211873	0.45768500000000006	6.0	7.771833999999999
