2	1	0.842943	0.043388	-5.013786	-2.814181
6	1	1.572488	0.076032	-11.946593	-7.959757
22	1	-0.120078	4.553981	-5.750251	-7.033699
25	1	1.560790	7.944437	4.663610	5.215077
29	1	-0.179533	-3.568098	-12.749588	-1.453646
33	1	1.759469	7.935138	9.892447	8.424097
34	1	2.486869	0.534906	-11.535774	-3.246970
35	1	1.085436	5.206097	6.916171	6.490387
41	1	1.184270	1.491889	-8.442967	2.256827
47	1	-0.470665	-1.862640	-8.448117	-6.610507
48	1	-1.529700	-4.892903	-11.565990	-8.656754
52	1	-1.165913	1.861114	-12.278084	-6.631939
58	1	0.885097	-5.229693	-9.061579	-3.505741
59	1	2.161890	-2.700907	-12.037746	-1.733308
60	1	-0.302844	1.114141	-7.104480	-8.493017
68	1	-1.702560	0.025716	-11.235500	-1.573499
75	1	0.831153	4.877839	-6.875085	-6.786951
84	1	-0.903725	-2.852547	0.490465	7.837252
85	1	-0.357076	-1.249660	-8.350138	-7.981707
88	1	0.033952	-4.655876	-11.141445	-3.535152
93	1	0.057558	-1.494588	-6.454477	-6.234142
94	1	-2.943095	3.756790	-8.542922	-9.051807
108	1	1.098199	3.813193	5.977888	0.582496
110	1	2.231737	0.482121	-10.977218	-4.443669
112	1	-1.972845	1.321474	-8.474758	-6.530886
113	1	-1.141628	-3.992800	-11.897389	-3.408375
114	1	0.125384	0.725591	-7.047784	-1.543450
115	1	1.419062	8.436485	6.719549	7.663441
117	1	0.504600	7.869743	6.893036	4.297121
120	1	0.528851	4.278841	-2.478935	-5.792358
124	1	-2.773307	0.092166	-7.376170	-4.409890
127	1	-2.439552	4.648318	-5.155320	-8.754985
135	1	0.043096	1.260748	-9.570036	-7.129773
136	1	0.115345	-0.348960	-12.610776	-6.454382
138	1	0.465691	-4.392648	-17.188181	-2.519448
142	1	1.811610	5.354463	6.841862	8.031238
144	1	-5.379226	-4.547000	-8.797488	-3.081358
145	1	-0.731200	-1.513411	-9.638094	-9.912797
149	1	-1.772450	3.586065	-7.019055	-7.029387
151	1	-3.611172	-7.387074	-7.744471	-6.887805
154	1	0.993046	1.528323	-10.687329	-6.891973
156	1	1.960170	4.699859	9.023250	7.572106
161	1	2.611221	-2.203405	-8.712330	-7.881588
168	1	-0.215856	-3.593218	-13.534453	-6.605392
169	1	-1.089846	5.536159	7.037861	8.054832
170	1	0.348080	-1.262459	-10.799399	-4.740923
173	1	-0.226225	0.413322	-10.484451	-8.552471
174	1	-0.833050	-6.271781	-11.636225	-5.230957
180	1	-1.835968	-3.090522	-4.786606	0.233528
182	1	0.973895	-0.581985	-8.882238	-4.176173
186	1	-1.645280	-6.699124	-8.824742	-5.482270
189	1	-1.360042	-5.076627	-14.266417	-7.661084
190	1	-1.186544	-4.493819	-14.490180	-5.797508
193	1	0.915762	6.319391	7.596303	6.770600
201	1	-1.564479	-4.422762	-10.502733	-6.282701
203	1	1.289588	2.290573	-8.822738	-7.013311
204	1	-3.367884	-2.914683	-8.731080	-3.826135
207	1	0.673998	-0.666622	-9.493774	-3.423872
208	1	2.580329	-0.172749	-8.470397	0.104750
209	1	1.504271	-0.451033	-7.662436	-4.713119
212	1	0.883860	-2.774342	-14.601910	-2.807971
214	1	0.296748	-3.602192	-11.393769	-5.598707
219	1	-3.117295	-3.759983	-10.740938	-3.931186
220	1	-3.094682	-2.947724	-11.458926	-6.437626
222	1	-2.066295	-4.078558	-10.841955	-1.344064
224	1	1.617651	4.390664	6.492325	7.132605
228	1	-1.858145	-4.410065	-14.855529	-6.278690
229	1	0.174843	0.238797	-6.810425	-7.625966
233	1	-2.260625	-1.692168	-8.000153	-4.924952
238	1	0.174550	-1.801680	-13.376162	-6.135501
241	1	-2.081978	-4.259523	-10.733037	-5.188162
244	1	2.474461	-4.126803	-14.044057	-1.848835
251	1	0.799888	-0.577623	-11.807909	-6.708729
256	1	0.687950	-4.604667	-9.297493	-4.256380
262	1	-0.098689	5.442921	-5.364263	-6.580622
263	1	0.256514	-2.776040	-8.374511	-0.442124
266	1	-0.372679	7.059788	7.514207	6.822253
272	1	-1.421857	-9.459210	-9.448042	-6.880593
275	1	1.902648	0.614469	-7.592690	-3.128758
306	1	1.025842	-1.942728	-17.686055	-4.164149
307	1	1.225952	-1.379829	-10.204856	-6.899314
311	1	-1.860877	-5.996389	-9.041441	-6.704087
315	1	-2.221291	-4.743233	-12.821574	-4.010863
316	1	-0.101019	-3.086368	-11.619551	-3.893908
318	1	1.457406	0.003043	-8.564873	-5.597151
320	1	-1.528746	0.015245	-13.013572	-2.639991
322	1	0.820633	1.822101	-2.363328	-6.162203
326	1	-1.694338	-0.916866	-9.590296	-7.661284
329	1	0.119565	-4.186981	-9.982267	-8.611363
330	1	1.030620	-5.431134	-9.119099	2.777857
332	1	-0.277139	-2.595121	-9.370293	-7.692041
334	1	1.030855	-1.697020	-9.155246	-5.477703
338	1	2.206955	7.732599	7.264937	7.897319
339	1	-0.747139	-7.577103	-7.452769	-0.936744
353	1	-2.251510	-3.804813	-10.498642	-1.745700
357	1	-0.430266	-0.568442	-12.322997	-9.491497
361	1	0.149539	-5.134012	-11.692448	-8.221304
364	1	2.526958	-1.879487	-14.231940	-1.515630
365	1	0.700201	0.527400	-11.098608	-5.460131
369	1	-1.105452	-5.484878	-12.922239	-3.088834
375	1	-0.325397	-7.178359	-12.645610	-2.812422
377	1	-0.585742	-5.473899	-10.616356	0.457208
378	1	1.056082	-5.731970	-10.206055	-2.446733
379	1	-1.192491	-3.037602	-10.701359	-8.922753
381	1	1.425266	-4.228235	-6.964528	-5.573082
388	1	-0.995581	-4.539532	-7.540320	-1.289195
390	1	0.392621	-0.745186	-9.808943	-6.828194
391	1	-2.291989	3.192557	-7.254167	-3.653601
392	1	0.369106	-0.440982	-10.738537	-4.096710
393	1	1.381249	5.866662	6.549160	8.279508
394	1	-2.631436	4.709762	-3.094686	-3.989978
399	1	2.034146	-4.104106	-2.255135	-1.295411
401	1	1.159220	-3.976937	-6.812896	-5.673032
407	1	0.873238	8.227790	4.870110	6.620781
410	1	0.060302	-1.712788	-9.430470	-10.265957
411	1	1.006165	3.701075	-7.882000	-7.630523
414	1	1.052881	6.023918	-7.483600	-9.554891
416	1	-1.258487	-4.500899	-11.750512	-2.528274
419	1	1.124650	-4.898910	-4.998641	4.415598
423	1	-0.486828	-6.290067	-9.125068	-3.216417
426	1	0.178135	-6.332993	-11.507669	-4.858140
429	1	0.369025	-6.815988	-11.438886	-5.041217
430	1	1.001566	-0.846380	-11.653008	-3.822199
435	1	1.305991	4.796911	6.369111	8.072182
438	1	-1.334748	-3.738539	-11.358210	-5.658840
439	1	-1.214485	5.953467	-6.632705	-8.717958
442	1	-4.739940	-4.336454	-9.237102	-5.256561
443	1	0.244515	-1.213127	-5.500783	-7.576809
449	1	0.515310	-1.724908	-11.463590	-4.516143
450	1	-1.250105	2.971209	-11.315254	-6.167556
455	1	0.400410	-2.933262	-10.531832	-6.036856
459	1	0.923011	-1.607582	-11.584877	-5.319905
463	1	-0.056682	-2.268422	-10.524880	-3.366163
470	1	1.294439	7.016446	6.980602	8.374265
474	1	0.416964	-9.318297	-11.587086	-6.890592
475	1	1.627549	5.742270	7.091767	7.122395
481	1	-1.276542	-0.522088	-7.770300	-7.529671
482	1	-0.167452	-1.598806	-14.117809	-5.133538
484	1	1.776221	6.532270	-8.345026	-4.695482
488	1	-2.298379	-4.969074	-14.476172	-4.760102
489	1	1.976979	-0.867147	-13.069460	-6.100197
492	1	-1.896112	-6.021781	-10.541625	-5.505366
493	1	-1.675019	-4.648557	-10.790993	-5.506651
495	1	-0.198880	6.773691	6.492254	6.022628
499	1	0.076312	-4.541882	-11.071762	-1.426150
501	1	0.902612	6.961190	8.842680	4.324619
504	1	1.437441	-4.899915	-9.890715	-6.638497
506	1	-0.430482	6.602898	8.666732	6.329766
509	1	0.650078	5.789013	7.804676	5.503007
515	1	0.491154	6.223804	7.575348	7.317505
521	1	-2.465952	3.109427	-9.148398	-6.801973
523	1	-1.065600	6.791743	7.584935	6.106824
525	1	2.229363	5.486142	5.441598	7.361160
530	1	1.121422	-2.615712	-6.158764	2.666443
533	1	-3.972959	-1.831080	-10.257077	-5.240235
537	1	-2.246951	-5.700921	-10.001810	-2.870490
540	1	-0.681314	-3.153997	-7.059305	-3.550547
542	1	0.164392	-7.145032	-15.845395	-4.522025
544	1	-0.426265	7.619150	7.538635	8.424873
545	1	0.920820	7.729688	8.969681	6.331472
546	1	0.081929	6.246758	5.674846	7.137898
549	1	0.282219	-5.686443	-9.514791	-6.217041
551	1	-0.451112	1.015275	-9.227715	-8.246120
553	1	-0.162921	-3.345963	-10.794772	-6.882888
560	1	-0.185729	3.369648	-0.253794	-5.507368
561	1	-0.920595	-1.448297	-7.585811	-7.322973
567	1	-1.557096	-0.919976	-9.786277	-3.161360
570	1	0.508109	-3.379631	-9.844673	-3.105718
578	1	-0.423953	-1.707916	-2.810775	-8.151605
579	1	1.179417	-2.062457	-7.105971	1.699779
581	1	0.356539	-4.580302	-9.521524	-5.758784
583	1	-0.795737	-0.793126	-8.624686	-5.202506
584	1	1.183829	-7.768488	-9.914763	-2.817065
595	1	-0.418125	4.036666	-11.220288	-5.290520
596	1	-4.251037	-4.415372	-12.795322	-2.843739
601	1	0.226634	-3.219891	-7.629730	-5.623246
604	1	1.324439	0.099555	-5.199610	4.771253
610	1	1.692534	8.015563	5.038488	7.564059
611	1	0.706744	0.604293	-6.881688	-8.146389
613	1	0.453869	-0.943214	-9.885569	-4.410420
616	1	0.933835	1.205117	-15.774840	-5.115713
620	1	0.870084	-1.774300	-8.722817	0.997752
628	1	-3.109323	-4.984026	-15.342430	0.086235
629	1	0.163287	-2.244948	-9.606678	-2.045067
640	1	-0.822545	-4.279325	-12.100291	-8.085434
656	1	0.054518	-3.814768	-9.352639	-4.744882
658	1	0.075089	2.256940	3.412375	5.741880
659	1	-0.358127	-4.829183	-10.509032	-2.223053
660	1	1.493737	-6.276990	-16.157649	1.916601
663	1	-2.455765	-5.125648	-10.302783	-4.186164
664	1	1.402549	8.964262	5.685376	8.253162
671	1	0.691145	3.410948	7.876602	7.343280
675	1	2.248047	1.240066	-5.056726	3.261900
676	1	1.021350	4.953902	-4.773408	-6.217323
679	1	-1.212151	-4.578970	-11.867127	-5.805742
681	1	-2.140473	-0.872787	-13.457717	-6.511730
683	1	1.687718	6.342648	5.262006	7.017590
684	1	-0.917894	-3.360678	-7.274282	-2.319616
687	1	-1.165248	-0.934087	-6.957613	-4.728174
692	1	0.502337	-1.472633	-9.498587	-1.842789
695	1	0.691252	-6.919157	-8.409433	-9.818292
699	1	-1.209912	-6.857622	-9.896055	-8.097235
701	1	-0.756957	-4.279852	-8.077141	-4.190374
706	1	-2.589335	6.465104	9.347691	5.553793
708	1	1.902702	1.648770	-8.761023	-6.362174
710	1	-2.377529	-3.346696	-8.092060	-7.560475
718	1	0.316240	2.619168	-10.002268	-2.206313
724	1	0.584801	-2.578555	-7.343979	-4.198928
726	1	-0.066964	-1.322719	-7.886594	-3.560054
727	1	0.115853	6.665112	8.167557	7.660905
728	1	-0.105940	-2.913951	-5.496071	-6.550361
732	1	-4.730459	2.409944	-10.094140	-8.511390
733	1	0.679580	-5.731668	-7.310827	-1.848613
744	1	2.561309	1.424678	-7.463122	-6.189842
752	1	-1.074907	-4.653063	-10.736294	-1.856020
753	1	-2.892423	-4.050996	-10.716341	-3.411570
757	1	0.649462	8.169259	8.699459	7.328178
758	1	-0.026494	-0.098631	-10.257305	-5.673660
759	1	-0.027218	-2.600256	-7.642919	-2.264646
761	1	0.858728	-3.241819	-7.978950	-5.659222
771	1	0.164618	-6.279562	-10.338854	-5.711424
777	1	0.902216	3.819529	6.768220	6.645039
779	1	1.553316	2.879388	-8.716001	-1.026957
781	1	-1.525516	-2.665136	-13.679258	-10.447776
787	1	-1.682653	-3.957567	-12.613743	-8.420784
789	1	0.449159	-1.341973	-5.296218	-8.055712
791	1	-0.042418	-1.071997	-10.966427	-3.214948
794	1	3.087572	-1.048444	-12.131498	-6.504072
796	1	-0.260389	-4.951880	-14.220299	-4.229373
797	1	1.138922	-0.405888	-11.550132	-8.678988
800	1	-0.478066	-0.946742	-10.577627	-6.252529
802	1	0.560133	7.109794	5.514253	8.202076
808	1	-0.226195	-4.143814	-10.726953	-5.877857
813	1	-1.819547	6.810323	-6.684554	-3.468150
818	1	-1.944664	-2.429809	-15.527574	-4.962670
827	1	-0.878361	-6.352018	-10.405301	-2.990307
828	1	0.261991	-3.974749	-11.533397	-6.113240
835	1	0.485809	-1.454315	-5.810858	-3.985469
843	1	-0.336214	-3.696100	-8.346999	-5.381302
844	1	-1.138920	5.079189	2.545818	2.474629
845	1	-1.877034	3.814580	-8.617874	-10.133505
848	1	-1.993253	4.101783	-5.196745	-5.986148
855	1	-2.206722	-10.059552	-3.885673	-3.198858
858	1	1.856355	4.970874	4.542228	6.924935
864	1	-0.972152	-4.047744	-10.665811	0.945918
868	1	2.593397	-2.286039	-2.509486	4.621184
871	1	-0.269071	-6.087783	-13.272281	-3.414884
872	1	2.064937	-0.957419	-5.370405	-7.149584
874	1	1.219818	9.343107	4.218081	5.214043
875	1	1.445413	-2.713906	-13.041369	-4.048414
881	1	1.137306	3.268777	0.651764	-3.527299
884	1	0.533011	6.166623	6.145409	6.240053
894	1	2.181663	-0.231667	-11.762502	-7.082969
895	1	-0.281124	-5.321096	-7.667414	-6.560051
902	1	-2.790796	-3.373993	-6.772360	-6.516926
905	1	0.700729	-2.740903	-9.315048	-9.173337
906	1	0.296576	7.650084	6.609726	6.786010
909	1	0.821003	5.207865	7.203247	6.981991
910	1	-0.132335	-0.930049	-12.785494	-4.293125
913	1	1.476509	8.790319	7.164212	6.593973
915	1	-2.077103	3.740439	2.349572	-3.918276
917	1	1.128261	3.134264	5.113723	6.700573
918	1	-3.305400	-2.526775	-13.989317	-8.278298
923	1	2.220004	-2.242261	-10.313507	-4.283701
935	1	1.073290	4.967087	7.115506	9.039093
