uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
14.0	4.0	82.500298	82.445494	27.219696999999996	96.873098	0.89896	0.8190729999999999	0.6894710000000001	0.45933	8.005813	6.0	43.771833	68.478346	1.0	0.014728	10.188637	1.0	76.099878	3.5924980000000004	6.0	87.061304	11.868642	6.0	76.42224	21.930985999999997	1.0	0.028772000000000002	1.3768209999999999	2.0	8.770137	2.060909	5.0	94.443377
26.0	4.0	51.903273999999996	11.925733000000001	39.515902000000004	6.622213	0.200169	0.818699	0.8324520000000001	0.710971	19.432644	4.0	66.32443	30.199938	2.0	0.010768999999999999	10.581124	1.0	6.376727	1.931113	6.0	62.02535699999999	6.096625	5.0	25.943246	17.442016	2.0	0.016993	1.875905	6.0	27.332314	2.3915490000000004	4.0	95.705924
65.0	4.0	26.928943	80.584458	98.05949	30.378637	0.625125	0.18595899999999999	0.855131	0.8222379999999999	1.9313310000000001	4.0	65.46767	20.334935	1.0	0.11475199999999999	14.217581	3.0	60.373585	18.596895	5.0	87.865297	12.78614	4.0	89.326378	11.875325	2.0	0.589669	4.088177	3.0	3.3962550000000005	1.063265	4.0	94.43593
67.0	4.0	9.090988000000001	54.768587	78.807699	44.489821	0.14341900000000002	0.8940469999999999	0.567604	0.934951	19.636508	5.0	75.691841	74.14142	3.0	0.010414	8.786883999999999	6.0	81.841749	5.252993	6.0	39.018718	7.362869	6.0	60.699426	3.419782	1.0	0.012444	5.123599	1.0	43.051624	1.6394540000000002	2.0	89.554585
129.0	4.0	18.955363000000002	99.33092099999999	14.125253	80.844474	0.420045	0.634076	0.172624	0.608468	20.257066000000002	4.0	96.69024399999999	29.905742	2.0	0.104154	3.865854	4.0	50.971946	19.424592999999998	1.0	34.785123	20.823386	4.0	19.963176999999998	23.119691	1.0	0.014922	5.307084	6.0	74.148818	2.275646	4.0	69.80420699999999
158.0	4.0	96.404145	14.766055999999999	84.55224799999999	26.517228000000003	0.8952610000000001	0.38404	0.412742	0.558164	17.526682	3.0	35.922934999999995	51.531285	2.0	0.010173	5.758782	6.0	95.453122	14.3235	2.0	72.542534	9.735662	6.0	54.216352	5.282145	3.0	0.047921	3.9002449999999995	5.0	45.674938	2.046794	3.0	20.70646
173.0	4.0	18.504749	50.36817	27.279846999999997	12.706767	0.7783939999999999	0.43973199999999996	0.185803	0.986311	22.489628	3.0	23.041867	16.063348	4.0	0.018889	16.583613	2.0	68.40501400000001	1.054622	1.0	41.256688	5.304993	6.0	30.747487	6.622017	5.0	0.06351699999999999	4.918839	4.0	6.588096000000001	4.1790519999999995	2.0	15.922826
214.0	4.0	59.029681000000004	20.435442000000002	91.370661	10.563773	0.8348690000000001	0.508883	0.85056	0.7117479999999999	19.841506	6.0	98.026852	43.649365	3.0	0.01075	14.534307	4.0	46.114269	11.781511	1.0	54.818099	4.930248000000001	3.0	6.988288000000001	23.701122	1.0	0.010111	5.701651	5.0	97.771879	4.105061	3.0	52.011034
235.0	4.0	37.185277	25.00824	51.895344	33.193073	0.727775	0.840994	0.833462	0.613548	23.194034	4.0	25.935516	31.791476	4.0	0.010123	0.192733	4.0	72.945798	12.251952000000001	2.0	89.09878	19.483065	1.0	89.249876	12.606322	5.0	0.038103	0.71883	3.0	70.38345699999999	2.7558439999999997	3.0	91.64076899999999
236.0	4.0	94.260428	46.123729	62.35929300000001	94.965535	0.674621	0.23567600000000002	0.505139	0.334879	15.219778	2.0	35.844474	1.130312	1.0	0.048672	5.028306	6.0	37.982515	15.259848999999999	6.0	57.227078000000006	18.953522	1.0	76.050025	3.4959599999999997	2.0	0.08182400000000001	4.912001999999999	5.0	66.23198000000001	3.658008	5.0	71.99310899999999
238.0	4.0	97.269785	9.407232	70.664575	79.30124	0.949536	0.155945	0.16056800000000002	0.496783	2.470497	1.0	59.04354	54.917294999999996	3.0	0.022543999999999998	4.256573	1.0	10.021889	17.39734	2.0	87.22278399999999	15.844142999999999	2.0	91.397703	14.101094	6.0	0.020176	2.771766	4.0	69.232476	3.7292370000000004	5.0	45.659918
247.0	4.0	69.77144399999999	41.249275	63.703441000000005	55.617468	0.555398	0.570196	0.41367600000000004	0.7078800000000001	7.008639	6.0	11.209617999999999	35.548190000000005	6.0	0.011812999999999999	0.621688	3.0	74.80113399999999	22.751576	2.0	98.596834	47.466118	5.0	96.22932	18.955447	5.0	0.10669200000000001	4.284779	3.0	92.627957	2.471298	2.0	25.307018
251.0	4.0	62.354372	57.476441	5.818684999999999	32.697489000000004	0.425123	0.848469	0.336081	0.324592	15.443725	2.0	46.005536	2.203247	3.0	0.018627	16.928915	2.0	4.382658	2.3615909999999998	6.0	88.23709699999999	59.798979	4.0	66.162312	13.880507999999999	1.0	0.010078	0.40113699999999997	2.0	7.770645	0.967275	3.0	38.423275
253.0	4.0	53.388617	30.127634000000004	95.337009	43.335532	0.17435499999999998	0.896904	0.485997	0.636772	14.065076000000001	4.0	23.964782	45.779342	6.0	0.052601	7.649882000000001	5.0	49.989942	19.127778	5.0	9.680995	68.53791899999999	4.0	39.793001000000004	19.217636	5.0	0.035625	3.883153	5.0	40.837199	5.230725	6.0	8.398109
