uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
1.0	3.0	80.936653	38.96582	52.85309399999999	92.726865	0.326406	0.732679	0.650728	0.24330500000000002	1.134331	1.0	37.360775	43.297784	6.0	0.011698	2.472713	3.0	85.61859100000001	1.194549	2.0	87.60409	40.884474	2.0	98.640938	18.912625	4.0	0.088823	0.778949	4.0	2.812623	1.336611	3.0	62.84455500000001
36.0	3.0	20.826585	82.808669	26.953907	95.428508	0.53693	0.884705	0.30906500000000003	0.657345	5.03262	6.0	73.678374	39.279631	3.0	0.020638999999999998	3.652859	1.0	38.918775	7.179552	4.0	38.247115	6.068758	4.0	2.442341	17.744091	5.0	0.036875	3.521872	3.0	81.373409	1.5982	6.0	6.537448
44.0	3.0	99.692428	27.644134	99.761061	71.7333	0.757306	0.127621	0.202624	0.23788600000000001	16.020829	2.0	56.577543999999996	40.998665	3.0	0.150562	11.775748	2.0	99.34682600000001	13.49111	2.0	77.68888299999999	8.458861	1.0	36.991251	14.046289999999999	5.0	0.01951	1.314833	3.0	44.550108	2.998079	3.0	55.595994999999995
46.0	3.0	24.550672	55.829841	65.325172	37.298654	0.388973	0.749881	0.290975	0.911061	2.778365	6.0	21.871623	64.301135	3.0	0.058837	16.680127	2.0	61.877883999999995	16.763361	1.0	82.91739799999999	7.428605	4.0	72.768569	11.28255	2.0	0.022046	0.8559629999999999	1.0	69.196016	5.553051	5.0	16.013242
55.0	3.0	7.19305	28.537583	61.238831000000005	67.699345	0.9274870000000001	0.10765599999999999	0.554429	0.250646	20.324644	1.0	19.134442	59.504013	4.0	0.38718800000000003	9.186817	5.0	14.122056	1.9037540000000002	6.0	85.06006	10.552405	2.0	28.598208000000003	16.026394	3.0	0.013384	2.5317979999999998	2.0	92.840191	5.253625	6.0	59.648413
70.0	3.0	42.409814000000004	47.490078999999994	83.355062	71.684559	0.585625	0.287405	0.8448959999999999	0.695711	22.655819	5.0	13.446856	30.853436	6.0	0.039488999999999996	1.5188469999999998	2.0	90.96587199999999	18.231	2.0	3.969386	74.393819	5.0	43.666571000000005	8.293696	6.0	0.10351099999999999	0.852196	3.0	21.386667000000003	4.730164	6.0	84.994291
102.0	3.0	97.179845	90.687159	78.12933699999999	79.485489	0.898058	0.53398	0.298169	0.627739	16.412578	6.0	26.223826000000003	12.434777	3.0	0.078141	9.674836	1.0	63.152661	19.253656	1.0	16.477478	47.716749	5.0	26.84352	16.672948	4.0	0.077945	2.4269119999999997	5.0	24.291036	5.406898	3.0	60.818273
113.0	3.0	66.537227	57.847779	79.386702	98.847624	0.882496	0.775594	0.791049	0.901008	23.711544	1.0	93.17899399999999	64.489987	3.0	0.014784	6.042064	5.0	17.901881	12.694724	3.0	63.54198	27.484697999999998	2.0	12.19621	16.557147	5.0	0.039208	0.288429	6.0	46.087088	0.884009	6.0	67.859925
124.0	3.0	40.321261	12.435141	75.023776	43.496882	0.143705	0.5537479999999999	0.14303	0.598264	16.941974	3.0	35.962382	1.623687	2.0	0.11876800000000001	9.763275	6.0	70.05103000000001	2.065699	1.0	25.497235	40.150374	2.0	24.552847	0.488411	1.0	0.032815	2.743743	2.0	29.614581	5.865033	1.0	91.286781
147.0	3.0	42.858307	92.768689	71.537972	93.15543199999999	0.47668900000000003	0.39573400000000003	0.42932600000000004	0.557247	16.305006	1.0	60.338083999999995	42.209665	2.0	0.021118	14.846148000000001	2.0	97.034727	15.710388	4.0	8.259691	9.85057	5.0	53.370971999999995	6.78883	4.0	0.020521	0.802606	3.0	60.969432999999995	2.1242650000000003	2.0	76.148186
