uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
6.0	3.0	16.236299	95.77115	22.249204000000002	31.500849	0.242552	0.795784	0.59113	0.23641399999999999	12.322979	4.0	63.103347	73.09869300000001	5.0	0.636758	6.83069	3.0	59.776571999999994	5.514297	3.0	55.378522	42.241701	2.0	67.197949	12.441279	4.0	0.023088	0.54159	5.0	25.625885999999998	1.8367779999999998	6.0	60.870881999999995
10.0	3.0	57.819708	26.15249	26.386947999999997	47.270176	0.15319100000000002	0.47606800000000005	0.20743499999999998	0.546529	18.090442000000003	2.0	35.82869	22.936245	5.0	0.018690000000000002	15.875442999999999	2.0	40.353759000000004	7.164807000000001	2.0	87.442125	43.149057	6.0	87.44658199999999	10.871765	5.0	0.011911	0.203657	1.0	83.549737	2.9683759999999997	6.0	99.218692
15.0	3.0	36.054053	27.497995	65.13265799999999	50.033351	0.195047	0.5002939999999999	0.812629	0.600032	8.872656	6.0	43.795044	52.037155	1.0	0.139318	5.8399849999999995	5.0	23.115911999999998	10.374007	2.0	93.301186	67.33221999999999	4.0	29.952059000000002	14.735821	3.0	0.025188	3.109998	6.0	35.710096	3.970529	6.0	38.937137
17.0	3.0	77.380815	82.487196	21.514836	79.900347	0.622883	0.32050700000000004	0.28326399999999996	0.252706	5.555937	3.0	61.010828000000004	20.214914	2.0	0.068628	4.312895	5.0	97.89729799999999	17.625814000000002	3.0	25.8768	53.386843000000006	2.0	44.631479	7.860647	4.0	0.06290599999999999	3.429767	4.0	26.391602000000002	3.1439369999999998	2.0	46.054942
18.0	3.0	31.049864000000003	90.463788	56.334152	54.311261	0.777561	0.280053	0.8271879999999999	0.23248600000000003	13.726121	6.0	47.275678000000006	59.98453000000001	2.0	0.016201	14.758689000000002	2.0	24.068179999999998	10.500281	2.0	32.326077000000005	29.713147999999997	6.0	18.515473999999998	5.401914	5.0	0.011439	2.664972	2.0	80.625923	1.276138	4.0	48.478718
19.0	3.0	62.177417000000005	40.578142	17.617568	87.24493199999999	0.972475	0.727459	0.569504	0.573581	4.2887830000000005	2.0	71.554175	68.081461	1.0	0.020217	5.075039	3.0	38.338111	18.535529	4.0	83.868344	58.750452	6.0	91.828409	17.493457	5.0	0.023912	1.74195	4.0	13.9911	2.503409	3.0	27.184966999999997
22.0	3.0	43.830727	81.17523299999999	85.476251	74.333249	0.952917	0.943708	0.9547329999999999	0.6387079999999999	4.963563	1.0	56.310026	16.398042	3.0	0.036989	6.556273	6.0	84.577439	14.922057999999998	3.0	92.206872	24.164714	6.0	70.837397	13.785598	3.0	0.011047	3.884557	6.0	6.165541	5.333957	6.0	20.761973
24.0	3.0	97.773756	58.829023	49.178455	3.293942	0.785728	0.45933900000000005	0.319544	0.75121	12.456905	3.0	39.818778	31.286834999999996	4.0	0.050883	11.263958	1.0	58.936673	8.80258	5.0	85.51190799999999	2.016436	6.0	86.190352	1.756097	3.0	0.025012	5.802279	6.0	68.22028399999999	5.402817	1.0	43.742596999999996
29.0	3.0	53.093118999999994	33.610521000000006	59.99983100000001	27.748890999999997	0.862547	0.502779	0.860419	0.872926	12.386377	4.0	49.4528	32.460113	5.0	0.16681400000000002	5.099775	3.0	97.696321	5.349081	5.0	7.734346	57.283202	5.0	15.149356	20.142472	3.0	0.011136	3.417563	6.0	66.755756	0.807248	5.0	68.570088
30.0	3.0	55.711040000000004	32.58741	50.489374	76.517257	0.659805	0.621939	0.83275	0.5835319999999999	8.233685000000001	2.0	48.906186	27.599220000000003	4.0	0.053314	12.074454	2.0	83.447139	6.723342	4.0	41.264263	65.888726	2.0	52.241751	6.211046	4.0	0.038323	4.246786	3.0	76.36969	0.140957	3.0	52.706828
