HH	HH	HH	HH	0.31597	364	1152
HH	HH	HH	HL	0.06684	77	1152
HH	HH	HH	LH	0.0408	47	1152
HH	HH	HH	LL	0.07031	81	1152
HH	HH	HL	HL	0.03733	43	1152
HH	HH	HL	LH	0.00087	1	1152
HH	HH	HL	LL	0.01562	18	1152
HH	HH	LH	LH	0.03906	45	1152
HH	HH	LH	LL	0.02604	30	1152
HH	HH	LL	LL	0.01302	15	1152
HH	HL	HL	HL	0.01649	19	1152
HH	HL	HL	LH	0.0	0	1152
HH	HL	HL	LL	0.00521	6	1152
HH	HL	LH	LH	0.0026	3	1152
HH	HL	LH	LL	0.0217	25	1152
HH	HL	LL	LL	0.04427	51	1152
HH	LH	LH	LH	0.03385	39	1152
HH	LH	LH	LL	0.01476	17	1152
HH	LH	LL	LL	0.01389	16	1152
HH	LL	LL	LL	0.00608	7	1152
HL	HL	HL	HL	0.00868	10	1152
HL	HL	HL	LH	0.0	0	1152
HL	HL	HL	LL	0.0026	3	1152
HL	HL	LH	LH	0.0	0	1152
HL	HL	LH	LL	0.00087	1	1152
HL	HL	LL	LL	0.04688	54	1152
HL	LH	LH	LH	0.0	0	1152
HL	LH	LH	LL	0.00434	5	1152
HL	LH	LL	LL	0.01128	13	1152
HL	LL	LL	LL	0.00434	5	1152
LH	LH	LH	LH	0.08073	93	1152
LH	LH	LH	LL	0.01997	23	1152
LH	LH	LL	LL	0.02344	27	1152
LH	LL	LL	LL	0.00521	6	1152
LL	LL	LL	LL	0.00694	8	1152
