uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
188.0	4.0	37.236121000000004	61.66369399999999	43.536862	41.842112	0.589598	0.144769	0.379253	0.731548	36.987471	5.0	74.287453	21.947836	2.0	0.04214	12.157537	2.0	65.283865	18.600737	6.0	63.267759999999996	50.925810999999996	2.0	0.574519	7.980361	6.0	12.089039	21.252195	4.0	14.270999
482.0	4.0	88.703896	80.845428	99.558718	95.939311	0.382383	0.733165	0.553525	0.6401020000000001	54.615981000000005	6.0	60.656079000000005	1.002005	3.0	0.10738199999999999	7.793642	6.0	40.424601	13.028948	2.0	80.053445	46.501560999999995	4.0	0.043849	14.614182000000001	3.0	69.720838	12.158999	4.0	65.411187
686.0	4.0	94.905969	78.165095	32.681249	93.865055	0.370452	0.35602399999999995	0.24641999999999997	0.433738	50.430807	4.0	47.073313	14.058299	5.0	0.10937899999999999	13.197745999999999	6.0	78.902335	19.901321	6.0	59.22148000000001	2.503445	5.0	0.24526599999999998	1.445378	1.0	31.600272999999998	13.802257999999998	4.0	67.150408
694.0	4.0	73.584032	33.923827	15.936854	18.254013	0.509542	0.10785299999999999	0.8412069999999999	0.150286	57.734168000000004	4.0	80.873984	20.824575	4.0	0.11294100000000001	10.406119	6.0	87.892803	8.999661999999999	1.0	86.54283000000001	28.628564	1.0	0.502948	10.1857	2.0	81.725713	15.141117999999999	1.0	21.661496
787.0	4.0	65.85946	83.740303	91.179823	82.630517	0.28680300000000003	0.356167	0.550496	0.132105	53.084178	4.0	69.655537	11.847380000000001	4.0	0.058787	12.824964999999999	4.0	45.657733	1.576445	6.0	67.05534399999999	52.778739	2.0	0.02615	7.094241	6.0	96.061351	16.114366	3.0	29.981744
812.0	4.0	69.69366	25.988639000000003	82.588386	28.057537	0.446079	0.677955	0.579767	0.434209	17.602007	3.0	63.165292	19.321773	1.0	0.054851	12.040151	6.0	38.187028000000005	13.313526999999999	6.0	73.462778	22.350421	3.0	0.014223	12.396791	1.0	60.971276	16.242913	3.0	59.01886999999999
1608.0	4.0	79.685263	83.18406800000001	13.883017	39.553771999999995	0.889533	0.189108	0.176717	0.15156	58.368076	4.0	82.105012	14.708226999999999	1.0	0.161933	12.183696000000001	2.0	65.581967	3.72232	3.0	23.645099	43.596168	6.0	0.324703	10.184834	4.0	38.928809	14.037098	4.0	32.253506
1617.0	4.0	59.796013	75.865489	53.563474	72.9015	0.815278	0.827652	0.512158	0.27031900000000003	69.302389	4.0	46.272729	12.051525	5.0	0.618837	13.509554999999999	5.0	16.668006	14.555891	6.0	31.587334999999996	50.509674	3.0	0.015241999999999999	5.287162	4.0	77.129917	17.063031	3.0	35.420043
2090.0	4.0	72.484707	86.446717	70.80503900000001	40.743183	0.850147	0.76148	0.685214	0.999215	65.686589	6.0	36.660051	15.026063	1.0	0.010873	11.339198	6.0	86.00888	17.141633	2.0	69.693273	67.005269	4.0	0.010953000000000001	3.3037330000000003	4.0	16.05442	4.899091	3.0	27.219803000000002
2207.0	4.0	38.290296000000005	33.836771	76.338316	64.02718	0.155667	0.6669609999999999	0.41910699999999995	0.226894	26.210294	5.0	84.139838	1.508391	2.0	0.039113999999999996	5.876114	4.0	52.085096	6.918628	4.0	85.222576	30.546233	2.0	0.016211	12.33888	6.0	61.864903000000005	7.041869999999999	5.0	72.12858100000001
2440.0	4.0	75.159063	32.943476000000004	20.151232999999998	49.281825	0.277922	0.5903010000000001	0.170691	0.48623299999999997	57.85198199999999	2.0	57.309307	10.655824	1.0	0.260183	16.352180999999998	6.0	45.943635	1.53672	4.0	98.303127	60.449771	4.0	0.05747000000000001	11.000695	5.0	42.798037	22.659670000000002	1.0	62.656512
2590.0	4.0	74.64863000000001	16.277684	45.837247	44.628082	0.650958	0.13372699999999998	0.8396040000000001	0.5791569999999999	6.3063400000000005	4.0	86.903262	20.520313	2.0	0.012646	18.030383999999998	4.0	71.045783	18.243802	4.0	56.585993	68.605449	1.0	0.056474	13.4478	1.0	61.58824	18.354782999999998	1.0	66.178252
2856.0	4.0	30.821410999999998	46.074806	64.174122	35.192585	0.707101	0.5867720000000001	0.141905	0.793143	47.678815	6.0	91.326719	11.749055	2.0	0.079389	2.2994369999999997	3.0	46.824421	22.481254	6.0	73.166179	52.799434	1.0	0.01493	15.414024	1.0	93.727423	1.527208	6.0	66.856737
2910.0	4.0	98.98006600000001	87.03624	39.68738	64.74362099999999	0.5118	0.638134	0.511278	0.8266100000000001	34.386358	6.0	85.20297	8.775122	2.0	0.11011300000000002	8.374508	4.0	25.723763	20.832454000000002	6.0	22.996323999999998	62.025420999999994	1.0	0.018269	9.443999	2.0	90.296705	19.938176000000002	2.0	76.116943
