uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
17.0	2.0	86.17394	1.4565700000000001	98.19121700000001	46.140512	0.588291	0.787371	0.319999	0.803087	62.148829000000006	5.0	8.321785	23.439314000000003	5.0	0.016850999999999998	17.75966	1.0	12.267749	12.10983	4.0	76.552544	16.302414000000002	3.0	0.019269	1.7196529999999999	3.0	88.91188199999999	14.642369	6.0	19.395592999999998
18.0	2.0	14.49881	50.206651	5.323325	48.999344	0.534161	0.731912	0.180753	0.879814	38.856715	6.0	92.66855	19.730292000000002	5.0	0.020237	15.637204	1.0	20.097528	8.334004	2.0	60.733858	69.532482	3.0	0.320693	6.569057000000001	3.0	18.196579	19.796232999999997	6.0	67.84989399999999
20.0	2.0	68.91926600000001	3.137516	14.191635	62.560304	0.606644	0.283147	0.505163	0.867943	73.454316	3.0	94.432466	18.053604999999997	6.0	0.01694	4.351815	5.0	25.531520999999998	14.879375	6.0	41.925346000000005	30.198552000000003	4.0	0.014294	14.118092	3.0	27.503863	5.910034	5.0	81.03580600000001
25.0	2.0	24.711686	4.570889	75.85713	6.168253	0.699004	0.9174389999999999	0.986	0.48986999999999997	43.698060999999996	3.0	3.695675	12.729824	4.0	0.012395999999999999	7.411964	2.0	79.983028	22.045739	1.0	44.928765999999996	46.383852000000005	2.0	0.06451	8.005192999999998	4.0	33.820202	5.153436	1.0	87.44406500000001
52.0	2.0	34.957572	4.29557	42.221209	65.190938	0.277359	0.580831	0.493893	0.265	32.562079	1.0	89.027323	21.903945	3.0	0.015772	1.09517	2.0	28.73535	2.575731	6.0	43.301545000000004	42.140291	2.0	0.034221	8.113928	2.0	35.807641	10.202572	2.0	34.940096000000004
71.0	2.0	59.5752	25.395683	81.579639	57.658972	0.671415	0.7739779999999999	0.6479699999999999	0.564153	65.265506	5.0	79.942962	1.863798	2.0	0.018097	13.123357	1.0	12.885036	10.641338000000001	5.0	43.060095000000004	71.43650799999999	5.0	0.012909	17.104379	4.0	82.041294	2.412936	4.0	41.268633
79.0	2.0	1.433994	98.654199	35.352283	36.731475	0.563714	0.9308799999999999	0.678902	0.911805	51.145061	4.0	71.696627	21.856807999999997	6.0	0.127329	8.557674	3.0	82.365729	11.425487	4.0	52.087515	70.536119	3.0	0.013112	16.728514999999998	6.0	25.289122	11.476525	2.0	97.271967
101.0	2.0	2.009401	27.209217	47.955729999999996	87.04860699999999	0.877886	0.807178	0.513084	0.145362	56.560373	1.0	25.388509	20.88346	3.0	0.01356	5.759252	6.0	64.347664	18.263377	6.0	12.395104	43.738904	1.0	0.013557	14.805348	5.0	15.036926000000001	16.156957000000002	3.0	25.887106
102.0	2.0	68.58820300000001	18.169385000000002	11.311328	30.359469	0.357881	0.800762	0.545128	0.720857	35.359835	2.0	19.312079999999998	20.344464000000002	6.0	0.010953000000000001	3.7392	2.0	28.63835	12.288993	1.0	54.132118000000006	30.894199	4.0	0.01701	3.819618	2.0	6.166025	9.332778	3.0	48.451371
117.0	2.0	85.915077	14.043982000000002	52.47636899999999	37.370653000000004	0.444817	0.6215649999999999	0.9964799999999999	0.42847399999999997	20.452931	5.0	44.031043	13.575841	3.0	0.01445	3.5657900000000002	4.0	79.393254	16.265929999999997	4.0	84.807183	63.093128	5.0	0.016288	17.675857	1.0	78.06431500000001	23.003162	5.0	45.435277
