uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	3.0	56.922786	83.47582299999999	62.814898	35.014185	0.683996	0.585016	0.293723	0.9379559999999999	0.5006510000000001	2.0	19.545443	3.9245410000000005	5.0	0.060141999999999994	9.692589	3.0	57.822605	17.784675	5.0	34.054085	19.464332000000002	2.0	47.458101	9.758374	6.0	0.032565	6.813135000000001	2.0	52.783637	17.678926	5.0	40.830335999999996
16.0	3.0	84.372979	23.499044	21.088997	75.544859	0.9815159999999999	0.9012379999999999	0.291446	0.749155	5.8722769999999995	5.0	98.528485	9.121962	5.0	0.010612	13.334944	4.0	21.334931	6.578988000000001	3.0	95.329633	13.667468	5.0	26.717548999999998	1.519733	2.0	0.02242	6.575609	3.0	86.844465	24.196522	3.0	99.950632
32.0	3.0	38.398652	64.96207700000001	75.53243	84.943915	0.8005869999999999	0.873727	0.968623	0.982359	13.508083	5.0	88.329554	0.385893	3.0	0.48371899999999995	14.285256	2.0	30.459721000000002	8.898409	4.0	2.671278	19.151132	2.0	68.282914	1.670404	3.0	0.023288	3.010218	3.0	61.248354000000006	22.962184	5.0	47.650383000000005
35.0	3.0	76.210538	11.703955	28.945312	12.855178	0.8070970000000001	0.219335	0.650875	0.562542	16.27381	6.0	34.068944	21.301256	4.0	0.025325	8.649318	1.0	88.280725	18.794496	4.0	12.866956	24.909397	5.0	60.544011	20.437889000000002	6.0	0.061867	0.490333	1.0	87.81424	8.763371000000001	4.0	93.30326
42.0	3.0	24.616831	66.848052	63.753572999999996	48.531496000000004	0.792686	0.6388520000000001	0.936851	0.9527610000000001	17.965475	5.0	63.228853	14.030439000000001	2.0	0.013044	12.415144	5.0	90.415513	0.606803	3.0	28.59003	19.017049	5.0	54.630883999999995	23.391205	2.0	0.012084000000000001	12.248725	5.0	16.582251	18.796248000000002	5.0	92.989636
43.0	3.0	50.349154999999996	58.769406999999994	75.773667	37.620841	0.8820049999999999	0.868511	0.799126	0.742506	21.490958	6.0	71.82817	12.135391	2.0	0.018335	2.206555	6.0	19.574635999999998	19.186671	6.0	99.40999599999999	6.704509	5.0	73.424909	16.287082	4.0	0.019163999999999997	0.675354	1.0	97.895412	23.170154999999998	5.0	15.908785
44.0	3.0	30.071428000000004	41.147180999999996	68.582194	96.7864	0.52161	0.327868	0.477968	0.915856	20.790751	6.0	69.189844	18.774860999999998	4.0	0.010818000000000001	15.720201000000001	1.0	54.713196999999994	12.259058	5.0	22.579813	9.946905000000001	3.0	89.037083	14.298206	2.0	0.016687999999999998	7.515975999999999	2.0	31.510128	17.700170999999997	1.0	89.074276
45.0	3.0	9.981898	25.978729	18.155062	65.54838199999999	0.855291	0.31293200000000004	0.745292	0.312085	15.621888	3.0	29.715788	24.506724	6.0	0.047164	11.783421	4.0	13.131197	16.173171	5.0	26.229369000000002	17.396255	1.0	97.844158	8.047509	1.0	0.044846	17.04437	2.0	25.685823000000003	15.262116	2.0	86.517892
46.0	3.0	47.173164	92.795126	64.788426	4.229589	0.42858100000000005	0.586151	0.511559	0.297502	9.771187	3.0	98.31851800000001	1.586575	3.0	0.020437999999999998	8.697441	6.0	39.507304	4.852796	4.0	97.420159	5.3403160000000005	2.0	86.20769	7.3178279999999996	4.0	0.029672000000000004	6.0876790000000005	4.0	93.922066	8.062303	6.0	34.922646
47.0	3.0	43.104413	57.489371	62.02425	69.296217	0.9671559999999999	0.9558909999999999	0.5458689999999999	0.33676	11.885429	5.0	19.726881	2.812774	3.0	0.011599	5.5468	2.0	79.08719599999999	13.556683	6.0	59.881403000000006	5.659115	3.0	63.197276	4.5225290000000005	3.0	0.024818	15.317554000000001	5.0	40.938561	18.098264999999998	4.0	14.344295
49.0	3.0	83.632572	7.897069999999999	26.173195	68.76344300000001	0.13508399999999998	0.180637	0.793611	0.984549	6.752694	3.0	64.60427800000001	15.489064	3.0	0.130781	5.6247110000000005	1.0	71.415494	16.440151	6.0	25.443817000000003	4.491666	5.0	8.891344	21.848247	2.0	0.023897	17.645145	5.0	25.33026	14.524728	1.0	43.179244
52.0	3.0	59.242582999999996	56.870495	24.292718	33.711176	0.738004	0.338476	0.61721	0.6390100000000001	13.079191999999999	4.0	53.996439	14.156046	4.0	0.014990999999999999	15.468160000000001	1.0	49.260965	8.673555	5.0	41.571779	15.464673000000001	2.0	68.796722	3.894878	4.0	0.014672	1.6802720000000002	1.0	87.823353	8.636586	5.0	94.021798
53.0	3.0	25.956747	36.799492	70.016503	25.421685	0.951699	0.837087	0.915567	0.21850100000000003	22.282032	4.0	67.080221	14.141760999999999	2.0	0.011313	9.298871	3.0	58.75473	9.525565	5.0	47.657633000000004	8.874789999999999	6.0	29.491173999999997	18.158891	2.0	0.025833	13.788718	3.0	85.23070200000001	3.4389339999999997	4.0	58.653349
58.0	3.0	66.22435899999999	29.237440999999997	62.145472	31.503763	0.8413440000000001	0.38904299999999997	0.713915	0.650459	22.772008	6.0	73.158668	4.81065	6.0	0.017717	7.130361	2.0	60.95718299999999	14.306506	4.0	39.017327	18.738049	3.0	24.984786	15.190073000000002	1.0	0.010268000000000001	7.1127460000000005	3.0	1.176159	12.295328	4.0	63.690236999999996
60.0	3.0	87.801681	54.627479	9.509754	70.33088000000001	0.34465100000000004	0.690156	0.129831	0.894166	8.858589	6.0	70.92339799999999	4.950136	2.0	0.090202	11.476101	6.0	36.588404	8.279919999999999	3.0	31.987886	9.576260000000001	5.0	69.135944	21.040157999999998	3.0	0.010323	13.171585	4.0	46.613189	7.527301	5.0	81.001375
62.0	3.0	35.051466	21.766604	36.592734	44.345746999999996	0.9750280000000001	0.517803	0.16374	0.287326	0.919692	2.0	45.824069	18.76426	3.0	0.099261	15.050901000000001	5.0	27.615396	19.277949	4.0	89.256125	21.312808	6.0	90.944996	20.202428	5.0	0.033729	3.868678	5.0	99.19055999999999	9.972978999999999	4.0	7.414803999999999
69.0	3.0	48.708529999999996	50.293054999999995	7.241642999999999	13.161976999999998	0.543108	0.995301	0.576886	0.355481	20.24682	2.0	88.961624	8.525681	2.0	0.019177	4.779348000000001	5.0	90.874155	3.613952	4.0	97.36946400000001	7.334536	6.0	40.959804	17.828591	1.0	0.014634000000000001	0.940939	3.0	12.319857	16.788103	6.0	95.72949100000001
74.0	3.0	54.578793999999995	69.893851	75.898341	45.494079	0.42891	0.949628	0.524034	0.767464	8.820617	4.0	84.870874	17.639663	5.0	0.064466	5.351552	2.0	70.014377	4.344453	3.0	91.537406	24.473895000000002	5.0	64.146381	14.731791000000001	2.0	0.034406	18.019320999999998	3.0	51.046994	21.512868	6.0	78.613617
78.0	3.0	16.169728	70.19637	24.138669	51.992831	0.527151	0.219457	0.713541	0.506346	19.901281	3.0	67.89218100000001	12.309705000000001	6.0	0.044106	13.383695000000001	2.0	79.874914	10.783858	1.0	96.156013	13.134351	4.0	66.27248399999999	0.612912	2.0	0.017879	9.665397	3.0	59.25161	9.555261999999999	4.0	47.348118
111.0	3.0	45.214791999999996	40.415339	13.870752	48.327936	0.45628599999999997	0.283964	0.348246	0.746725	16.256407	3.0	62.038763	11.126174	3.0	0.010498	3.9857949999999995	6.0	33.692648	13.484039000000001	6.0	14.199685999999998	19.086709	3.0	74.261128	9.038603	1.0	0.010039	13.648676000000002	6.0	84.475258	22.819585999999997	4.0	63.964691
118.0	3.0	7.634861	63.412314	11.779509	99.661872	0.509091	0.610692	0.151421	0.341158	13.206253	3.0	3.006691	17.310454999999997	4.0	0.246446	10.417145	4.0	40.161103999999995	22.44567	1.0	77.40163100000001	22.520682	6.0	69.724501	17.3141	2.0	0.010291	13.417828	6.0	16.002912	18.981375	1.0	21.014105999999998
128.0	3.0	97.954808	8.200353999999999	10.034889999999999	49.769513	0.74182	0.177541	0.390204	0.42657799999999996	12.269631	5.0	8.061436	1.5927120000000001	3.0	0.071173	17.400543	5.0	84.536397	15.406054000000001	5.0	76.61920699999999	2.474191	4.0	18.028245000000002	24.168215	4.0	0.146874	17.631414000000003	4.0	25.265265	0.9668620000000001	3.0	34.797025
129.0	3.0	54.002655000000004	64.199564	74.19341800000001	33.293214	0.319806	0.394916	0.38375	0.62868	9.752869	4.0	36.344919	15.116596	4.0	0.018940000000000002	7.142714	5.0	31.942246	3.091243	5.0	42.032374	13.928063	5.0	36.635751	0.930275	5.0	0.018341	18.45381	2.0	97.12478	14.611711999999999	6.0	5.863817
140.0	3.0	50.402202	26.273919	35.962266	35.292964000000005	0.887912	0.17657799999999998	0.131867	0.430804	19.226143	6.0	17.480085	7.492750999999999	5.0	0.032971	14.190674	5.0	77.838237	23.56656	2.0	86.865989	25.132738	2.0	61.93762099999999	24.095686999999998	4.0	0.071159	6.801213000000001	4.0	5.64809	6.002337000000001	6.0	86.645389
141.0	3.0	53.461144999999995	37.183826	68.33443199999999	68.249401	0.582371	0.393813	0.514533	0.22873600000000002	9.038115	6.0	53.894252	18.774963	2.0	0.020815	16.072416	4.0	99.247331	7.2142100000000005	6.0	62.140207	16.01315	4.0	38.276881	7.8765529999999995	4.0	0.011758	18.419504999999997	5.0	20.21235	15.881023999999998	5.0	74.15443
145.0	3.0	24.84958	31.951190000000004	50.708469	42.826161	0.992517	0.21448000000000003	0.507961	0.482774	13.984810000000001	2.0	32.686221999999994	11.403622	4.0	0.015302000000000001	6.819006	6.0	14.566382	24.307967	4.0	98.76639300000001	13.2315	3.0	33.714655	5.529631	1.0	0.033727	17.310135	3.0	65.011136	17.34337	2.0	83.09370600000001
146.0	3.0	98.863447	20.679768	33.541166	23.582363	0.9441709999999999	0.523094	0.73693	0.258359	10.106753999999999	1.0	87.300794	1.294015	6.0	0.022359	17.016125	5.0	31.415540000000004	14.758477	3.0	29.176027	5.899249	5.0	64.10736999999999	10.352008	2.0	0.060020000000000004	13.140737	5.0	29.047556	2.6981319999999998	5.0	96.72533100000001
152.0	3.0	7.975258	47.128075	39.626134	96.90383299999999	0.7989649999999999	0.549063	0.145128	0.875922	7.9025229999999995	3.0	49.697036	17.357828	2.0	0.7508319999999999	12.831088000000001	4.0	10.248222	13.550135000000001	6.0	98.393085	23.621341	6.0	47.331202000000005	16.586997	5.0	0.016805	13.545725	4.0	22.841376	14.718375	2.0	41.653681
155.0	3.0	81.567972	36.487091	48.005825	46.452529999999996	0.953945	0.49628199999999995	0.760877	0.757293	16.535956	1.0	97.630739	17.78019	1.0	0.010359	6.794944999999999	3.0	88.09752900000001	15.345851000000001	2.0	92.26706800000001	22.111271	6.0	21.814175	17.641116	5.0	0.132466	18.830393	5.0	56.530717	16.388075	5.0	7.095541000000001
159.0	3.0	18.670928	3.163193	37.425219	16.537779	0.607791	0.48043500000000006	0.8736729999999999	0.141967	2.957147	4.0	66.29525500000001	21.010023	3.0	0.0716	2.092595	5.0	11.278533	1.159191	2.0	48.552205	4.920021	4.0	43.242894	15.131432	3.0	0.051486000000000004	5.012973000000001	6.0	44.531871	9.369686999999999	6.0	28.894046000000003
163.0	3.0	81.688343	7.204126	10.93225	83.002737	0.110752	0.156499	0.6247739999999999	0.44794700000000004	16.143791	5.0	94.91353000000001	17.825259	4.0	0.011304999999999999	12.396239	5.0	10.945078	5.285142	2.0	33.86866	17.693471	6.0	8.28651	20.014305	5.0	0.012454	2.303123	2.0	49.41035	14.025567	6.0	79.36243
