HH	HH	HH	0.03832	91	2375
HH	HH	HL	0.144	342	2375
HH	HH	LH	0.03242	77	2375
HH	HH	LL	0.02316	55	2375
HH	HL	HL	0.06695	159	2375
HH	HL	LH	0.104	247	2375
HH	HL	LL	0.14105	335	2375
HH	LH	LH	0.02232	53	2375
HH	LH	LL	0.05221	124	2375
HH	LL	LL	0.00295	7	2375
HL	HL	HL	0.00126	3	2375
HL	HL	LH	0.01726	41	2375
HL	HL	LL	0.01053	25	2375
HL	LH	LH	0.00884	21	2375
HL	LH	LL	0.21853	519	2375
HL	LL	LL	0.02821	67	2375
LH	LH	LH	0.00632	15	2375
LH	LH	LL	0.02863	68	2375
LH	LL	LL	0.04589	109	2375
LL	LL	LL	0.00716	17	2375
